icd10,icd10_label,valid_fy2025,valid_fy2026,cc_age_split,cc_sex_split,cc,second_cc,third_cc
M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder",Y,Y,,,57,,
M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",Y,Y,,,57,,
M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder",Y,Y,,,57,,
M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow",Y,Y,,,57,,
M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow",Y,Y,,,57,,
M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",Y,Y,,,57,,
M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",Y,Y,,,57,,
M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist",Y,Y,,,57,,
M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",Y,Y,,,57,,
M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand",Y,Y,,,57,,
M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",Y,Y,,,57,,
M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",Y,Y,,,57,,
M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip",Y,Y,,,57,,
M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip",Y,Y,,,57,,
M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip",Y,Y,,,57,,
M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee",Y,Y,,,57,,
M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee",Y,Y,,,57,,
M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",Y,Y,,,57,,
M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",Y,Y,,,57,,
M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot",Y,Y,,,57,,
M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot",Y,Y,,,57,,
M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site",Y,Y,,,57,,
M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",Y,Y,,,57,,
M300,Polyarteritis nodosa,Y,Y,,,56,,
M301,Polyarteritis with lung involvement [Churg-Strauss],Y,Y,,,56,,
M302,Juvenile polyarteritis,Y,Y,,,56,,
M303,Mucocutaneous lymph node syndrome [Kawasaki],Y,Y,,,56,,
M308,Other conditions related to polyarteritis nodosa,Y,Y,,,56,,
M310,Hypersensitivity angiitis,Y,Y,,,56,,
M3110,"Thrombotic microangiopathy, unspecified",Y,Y,,,75,,
M3111,Hematopoietic stem cell transplantation-associated thrombotic microangiopathy [HSCT-TMA],Y,Y,,,251,,
M3119,Other thrombotic microangiopathy,Y,Y,,,75,,
M312,Lethal midline granuloma,Y,Y,,,56,,
M3130,Wegener's granulomatosis without renal involvement,Y,Y,,,56,,
M3131,Wegener's granulomatosis with renal involvement,Y,Y,,,56,,
M314,Aortic arch syndrome [Takayasu],Y,Y,,,56,,
M315,Giant cell arteritis with polymyalgia rheumatica,Y,Y,,,57,,
M316,Other giant cell arteritis,Y,Y,,,57,,
M317,Microscopic polyangiitis,Y,Y,,,56,,
M320,Drug-induced systemic lupus erythematosus,Y,Y,,,57,,
M3210,"Systemic lupus erythematosus, organ or system involvement unspecified",Y,Y,,,57,,
M3211,Endocarditis in systemic lupus erythematosus,Y,Y,,,57,,
M3212,Pericarditis in systemic lupus erythematosus,Y,Y,,,57,135,
M3213,Lung involvement in systemic lupus erythematosus,Y,Y,,,57,162,
M3214,Glomerular disease in systemic lupus erythematosus,Y,Y,,,57,,
M3215,Tubulo-interstitial nephropathy in systemic lupus erythematosus,Y,Y,,,57,,
M3219,Other organ or system involvement in systemic lupus erythematosus,Y,Y,,,57,,
M328,Other forms of systemic lupus erythematosus,Y,Y,,,57,,
M329,"Systemic lupus erythematosus, unspecified",Y,Y,,,57,,
M3300,"Juvenile dermatomyositis, organ involvement unspecified",Y,Y,,,56,,
M3301,Juvenile dermatomyositis with respiratory involvement,Y,Y,,,56,162,
M3302,Juvenile dermatomyositis with myopathy,Y,Y,,,56,,
M3303,Juvenile dermatomyositis without myopathy,Y,Y,,,56,,
M3309,Juvenile dermatomyositis with other organ involvement,Y,Y,,,56,,
M3310,"Other dermatomyositis, organ involvement unspecified",Y,Y,,,56,,
M3311,Other dermatomyositis with respiratory involvement,Y,Y,,,56,162,
M3312,Other dermatomyositis with myopathy,Y,Y,,,56,,
M3313,Other dermatomyositis without myopathy,Y,Y,,,56,,
M3319,Other dermatomyositis with other organ involvement,Y,Y,,,56,,
M3320,"Polymyositis, organ involvement unspecified",Y,Y,,,56,,
M3321,Polymyositis with respiratory involvement,Y,Y,,,56,162,
M3322,Polymyositis with myopathy,Y,Y,,,56,,
M3329,Polymyositis with other organ involvement,Y,Y,,,56,,
M3390,"Dermatopolymyositis, unspecified, organ involvement unspecified",Y,Y,,,56,,
M3391,"Dermatopolymyositis, unspecified with respiratory involvement",Y,Y,,,56,162,
M3392,"Dermatopolymyositis, unspecified with myopathy",Y,Y,,,56,,
M3393,"Dermatopolymyositis, unspecified without myopathy",Y,Y,,,56,,
M3399,"Dermatopolymyositis, unspecified with other organ involvement",Y,Y,,,56,,
M340,Progressive systemic sclerosis,Y,Y,,,56,,
M341,CR(E)ST syndrome,Y,Y,,,56,,
M342,Systemic sclerosis induced by drug and chemical,Y,Y,,,56,,
M3481,Systemic sclerosis with lung involvement,Y,Y,,,56,162,
M3482,Systemic sclerosis with myopathy,Y,Y,,,56,,
M3483,Systemic sclerosis with polyneuropathy,Y,Y,,,56,115,
M3489,Other systemic sclerosis,Y,Y,,,56,,
M349,"Systemic sclerosis, unspecified",Y,Y,,,56,,
M3500,"Sjogren syndrome, unspecified",Y,Y,,,57,,
M3501,Sjogren syndrome with keratoconjunctivitis,Y,Y,,,57,,
M3502,Sjogren syndrome with lung involvement,Y,Y,,,57,162,
M3503,Sjogren syndrome with myopathy,Y,Y,,,57,,
M3504,Sjogren syndrome with tubulo-interstitial nephropathy,Y,Y,,,57,,
M3505,Sjogren syndrome with inflammatory arthritis,Y,Y,,,57,,
M3506,Sjogren syndrome with peripheral nervous system involvement,Y,Y,,,57,,
M3507,Sjogren syndrome with central nervous system involvement,Y,Y,,,57,,
M3508,Sjogren syndrome with gastrointestinal involvement,Y,Y,,,57,,
M3509,Sjogren syndrome with other organ involvement,Y,Y,,,57,,
M350A,Sjogren syndrome with glomerular disease,Y,Y,,,57,,
M350B,Sjogren syndrome with vasculitis,Y,Y,,,57,,
M350C,Sjogren syndrome with dental involvement,Y,Y,,,57,,
M351,Other overlap syndromes,Y,Y,,,57,,
M352,Behcet's disease,Y,Y,,,56,,
M353,Polymyalgia rheumatica,Y,Y,,,57,,
M355,Multifocal fibrosclerosis,Y,Y,,,57,,
M3581,Multisystem inflammatory syndrome,Y,Y,,,2,,
M3589,Other specified systemic involvement of connective tissue,Y,Y,,,57,,
M359,"Systemic involvement of connective tissue, unspecified",Y,Y,,,57,,
M360,Dermato(poly)myositis in neoplastic disease,Y,Y,,,56,,
M368,Systemic disorders of connective tissue in other diseases classified elsewhere,Y,Y,,,57,,
M4200,"Juvenile osteochondrosis of spine, site unspecified",Y,Y,,,62,,
M4201,"Juvenile osteochondrosis of spine, occipito-atlanto-axial region",Y,Y,,,62,,
M4202,"Juvenile osteochondrosis of spine, cervical region",Y,Y,,,62,,
M4203,"Juvenile osteochondrosis of spine, cervicothoracic region",Y,Y,,,62,,
M4204,"Juvenile osteochondrosis of spine, thoracic region",Y,Y,,,62,,
M4205,"Juvenile osteochondrosis of spine, thoracolumbar region",Y,Y,,,62,,
M4206,"Juvenile osteochondrosis of spine, lumbar region",Y,Y,,,62,,
M4207,"Juvenile osteochondrosis of spine, lumbosacral region",Y,Y,,,62,,
M4208,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",Y,Y,,,62,,
M4209,"Juvenile osteochondrosis of spine, multiple sites in spine",Y,Y,,,62,,
M450,Ankylosing spondylitis of multiple sites in spine,Y,Y,,,56,,
M451,Ankylosing spondylitis of occipito-atlanto-axial region,Y,Y,,,56,,
M452,Ankylosing spondylitis of cervical region,Y,Y,,,56,,
M453,Ankylosing spondylitis of cervicothoracic region,Y,Y,,,56,,
M454,Ankylosing spondylitis of thoracic region,Y,Y,,,56,,
M455,Ankylosing spondylitis of thoracolumbar region,Y,Y,,,56,,
M456,Ankylosing spondylitis lumbar region,Y,Y,,,56,,
M457,Ankylosing spondylitis of lumbosacral region,Y,Y,,,56,,
M458,Ankylosing spondylitis sacral and sacrococcygeal region,Y,Y,,,56,,
M459,Ankylosing spondylitis of unspecified sites in spine,Y,Y,,,56,,
M45A0,Non-radiographic axial spondyloarthritis of unspecified sites in spine,Y,Y,,,56,,
M45A1,Non-radiographic axial spondyloarthritis of occipito-atlanto-axial region,Y,Y,,,56,,
M45A2,Non-radiographic axial spondyloarthritis of cervical region,Y,Y,,,56,,
M45A3,Non-radiographic axial spondyloarthritis of cervicothoracic region,Y,Y,,,56,,
M45A4,Non-radiographic axial spondyloarthritis of thoracic region,Y,Y,,,56,,
M45A5,Non-radiographic axial spondyloarthritis of thoracolumbar region,Y,Y,,,56,,
M45A6,Non-radiographic axial spondyloarthritis of lumbar region,Y,Y,,,56,,
M45A7,Non-radiographic axial spondyloarthritis of lumbosacral region,Y,Y,,,56,,
M45A8,Non-radiographic axial spondyloarthritis of sacral and sacrococcygeal region,Y,Y,,,56,,
M45AB,Non-radiographic axial spondyloarthritis of multiple sites in spine,Y,Y,,,56,,
M4620,"Osteomyelitis of vertebra, site unspecified",Y,Y,,,55,,
M4621,"Osteomyelitis of vertebra, occipito-atlanto-axial region",Y,Y,,,55,,
M4622,"Osteomyelitis of vertebra, cervical region",Y,Y,,,55,,
M4623,"Osteomyelitis of vertebra, cervicothoracic region",Y,Y,,,55,,
M4624,"Osteomyelitis of vertebra, thoracic region",Y,Y,,,55,,
M4625,"Osteomyelitis of vertebra, thoracolumbar region",Y,Y,,,55,,
M4626,"Osteomyelitis of vertebra, lumbar region",Y,Y,,,55,,
M4627,"Osteomyelitis of vertebra, lumbosacral region",Y,Y,,,55,,
M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region",Y,Y,,,55,,
M4630,"Infection of intervertebral disc (pyogenic), site unspecified",Y,Y,,,55,,
M4631,"Infection of intervertebral disc (pyogenic), occipito-atlanto-axial region",Y,Y,,,55,,
M4632,"Infection of intervertebral disc (pyogenic), cervical region",Y,Y,,,55,,
M4633,"Infection of intervertebral disc (pyogenic), cervicothoracic region",Y,Y,,,55,,
M4634,"Infection of intervertebral disc (pyogenic), thoracic region",Y,Y,,,55,,
M4635,"Infection of intervertebral disc (pyogenic), thoracolumbar region",Y,Y,,,55,,
M4636,"Infection of intervertebral disc (pyogenic), lumbar region",Y,Y,,,55,,
M4637,"Infection of intervertebral disc (pyogenic), lumbosacral region",Y,Y,,,55,,
M4638,"Infection of intervertebral disc (pyogenic), sacral and sacrococcygeal region",Y,Y,,,55,,
M4639,"Infection of intervertebral disc (pyogenic), multiple sites in spine",Y,Y,,,55,,
M4850XA,"Collapsed vertebra, not elsewhere classified, site unspecified, initial encounter for fracture",Y,Y,,,228,,
M4851XA,"Collapsed vertebra, not elsewhere classified, occipito-atlanto-axial region, initial encounter for fracture",Y,Y,,,228,,
M4852XA,"Collapsed vertebra, not elsewhere classified, cervical region, initial encounter for fracture",Y,Y,,,228,,
M4853XA,"Collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture",Y,Y,,,228,,
M4854XA,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",Y,Y,,,228,,
M4855XA,"Collapsed vertebra, not elsewhere classified, thoracolumbar region, initial encounter for fracture",Y,Y,,,228,,
M4856XA,"Collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",Y,Y,,,228,,
M4857XA,"Collapsed vertebra, not elsewhere classified, lumbosacral region, initial encounter for fracture",Y,Y,,,228,,
M4858XA,"Collapsed vertebra, not elsewhere classified, sacral and sacrococcygeal region, initial encounter for fracture",Y,Y,,,228,,
M488X1,"Other specified spondylopathies, occipito-atlanto-axial region",Y,Y,,,56,,
M488X2,"Other specified spondylopathies, cervical region",Y,Y,,,56,,
M488X3,"Other specified spondylopathies, cervicothoracic region",Y,Y,,,56,,
M488X4,"Other specified spondylopathies, thoracic region",Y,Y,,,56,,
M488X5,"Other specified spondylopathies, thoracolumbar region",Y,Y,,,56,,
M488X6,"Other specified spondylopathies, lumbar region",Y,Y,,,56,,
M488X7,"Other specified spondylopathies, lumbosacral region",Y,Y,,,56,,
M488X8,"Other specified spondylopathies, sacral and sacrococcygeal region",Y,Y,,,56,,
M488X9,"Other specified spondylopathies, site unspecified",Y,Y,,,56,,
M726,Necrotizing fasciitis,Y,Y,,,54,,
M80051A,"Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture",Y,Y,,,226,,
M80052A,"Age-related osteoporosis with current pathological fracture, left femur, initial encounter for fracture",Y,Y,,,226,,
M80059A,"Age-related osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture",Y,Y,,,226,,
M8008XA,"Age-related osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",Y,Y,,,228,,
M80851A,"Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture",Y,Y,,,226,,
M80852A,"Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture",Y,Y,,,226,,
M80859A,"Other osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture",Y,Y,,,226,,
M8088XA,"Other osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",Y,Y,,,228,,
M84451A,"Pathological fracture, right femur, initial encounter for fracture",Y,Y,,,226,,
M84452A,"Pathological fracture, left femur, initial encounter for fracture",Y,Y,,,226,,
M84453A,"Pathological fracture, unspecified femur, initial encounter for fracture",Y,Y,,,226,,
M84459A,"Pathological fracture, hip, unspecified, initial encounter for fracture",Y,Y,,,226,,
M84551A,"Pathological fracture in neoplastic disease, right femur, initial encounter for fracture",Y,Y,,,226,,
M84552A,"Pathological fracture in neoplastic disease, left femur, initial encounter for fracture",Y,Y,,,226,,
M84553A,"Pathological fracture in neoplastic disease, unspecified femur, initial encounter for fracture",Y,Y,,,226,,
M84559A,"Pathological fracture in neoplastic disease, hip, unspecified, initial encounter for fracture",Y,Y,,,226,,
M84651A,"Pathological fracture in other disease, right femur, initial encounter for fracture",Y,Y,,,226,,
M84652A,"Pathological fracture in other disease, left femur, initial encounter for fracture",Y,Y,,,226,,
M84653A,"Pathological fracture in other disease, unspecified femur, initial encounter for fracture",Y,Y,,,226,,
M84659A,"Pathological fracture in other disease, hip, unspecified, initial encounter for fracture",Y,Y,,,226,,
M84754A,"Complete transverse atypical femoral fracture, right leg, initial encounter for fracture",Y,Y,,,226,,
M84755A,"Complete transverse atypical femoral fracture, left leg, initial encounter for fracture",Y,Y,,,226,,
M84756A,"Complete transverse atypical femoral fracture, unspecified leg, initial encounter for fracture",Y,Y,,,226,,
M84757A,"Complete oblique atypical femoral fracture, right leg, initial encounter for fracture",Y,Y,,,226,,
M84758A,"Complete oblique atypical femoral fracture, left leg, initial encounter for fracture",Y,Y,,,226,,
M84759A,"Complete oblique atypical femoral fracture, unspecified leg, initial encounter for fracture",Y,Y,,,226,,
M8600,"Acute hematogenous osteomyelitis, unspecified site",Y,Y,,,55,,
M86011,"Acute hematogenous osteomyelitis, right shoulder",Y,Y,,,55,,
M86012,"Acute hematogenous osteomyelitis, left shoulder",Y,Y,,,55,,
M86019,"Acute hematogenous osteomyelitis, unspecified shoulder",Y,Y,,,55,,
M86021,"Acute hematogenous osteomyelitis, right humerus",Y,Y,,,55,,
M86022,"Acute hematogenous osteomyelitis, left humerus",Y,Y,,,55,,
M86029,"Acute hematogenous osteomyelitis, unspecified humerus",Y,Y,,,55,,
M86031,"Acute hematogenous osteomyelitis, right radius and ulna",Y,Y,,,55,,
M86032,"Acute hematogenous osteomyelitis, left radius and ulna",Y,Y,,,55,,
M86039,"Acute hematogenous osteomyelitis, unspecified radius and ulna",Y,Y,,,55,,
M86041,"Acute hematogenous osteomyelitis, right hand",Y,Y,,,55,,
M86042,"Acute hematogenous osteomyelitis, left hand",Y,Y,,,55,,
M86049,"Acute hematogenous osteomyelitis, unspecified hand",Y,Y,,,55,,
M86051,"Acute hematogenous osteomyelitis, right femur",Y,Y,,,55,,
M86052,"Acute hematogenous osteomyelitis, left femur",Y,Y,,,55,,
M86059,"Acute hematogenous osteomyelitis, unspecified femur",Y,Y,,,55,,
M86061,"Acute hematogenous osteomyelitis, right tibia and fibula",Y,Y,,,55,,
M86062,"Acute hematogenous osteomyelitis, left tibia and fibula",Y,Y,,,55,,
M86069,"Acute hematogenous osteomyelitis, unspecified tibia and fibula",Y,Y,,,55,,
M86071,"Acute hematogenous osteomyelitis, right ankle and foot",Y,Y,,,55,,
M86072,"Acute hematogenous osteomyelitis, left ankle and foot",Y,Y,,,55,,
M86079,"Acute hematogenous osteomyelitis, unspecified ankle and foot",Y,Y,,,55,,
M8608,"Acute hematogenous osteomyelitis, other sites",Y,Y,,,55,,
M8609,"Acute hematogenous osteomyelitis, multiple sites",Y,Y,,,55,,
M8610,"Other acute osteomyelitis, unspecified site",Y,Y,,,55,,
M86111,"Other acute osteomyelitis, right shoulder",Y,Y,,,55,,
M86112,"Other acute osteomyelitis, left shoulder",Y,Y,,,55,,
M86119,"Other acute osteomyelitis, unspecified shoulder",Y,Y,,,55,,
M86121,"Other acute osteomyelitis, right humerus",Y,Y,,,55,,
M86122,"Other acute osteomyelitis, left humerus",Y,Y,,,55,,
M86129,"Other acute osteomyelitis, unspecified humerus",Y,Y,,,55,,
M86131,"Other acute osteomyelitis, right radius and ulna",Y,Y,,,55,,
M86132,"Other acute osteomyelitis, left radius and ulna",Y,Y,,,55,,
M86139,"Other acute osteomyelitis, unspecified radius and ulna",Y,Y,,,55,,
M86141,"Other acute osteomyelitis, right hand",Y,Y,,,55,,
M86142,"Other acute osteomyelitis, left hand",Y,Y,,,55,,
M86149,"Other acute osteomyelitis, unspecified hand",Y,Y,,,55,,
M86151,"Other acute osteomyelitis, right femur",Y,Y,,,55,,
M86152,"Other acute osteomyelitis, left femur",Y,Y,,,55,,
M86159,"Other acute osteomyelitis, unspecified femur",Y,Y,,,55,,
M86161,"Other acute osteomyelitis, right tibia and fibula",Y,Y,,,55,,
M86162,"Other acute osteomyelitis, left tibia and fibula",Y,Y,,,55,,
M86169,"Other acute osteomyelitis, unspecified tibia and fibula",Y,Y,,,55,,
M86171,"Other acute osteomyelitis, right ankle and foot",Y,Y,,,55,,
M86172,"Other acute osteomyelitis, left ankle and foot",Y,Y,,,55,,
M86179,"Other acute osteomyelitis, unspecified ankle and foot",Y,Y,,,55,,
M8618,"Other acute osteomyelitis, other site",Y,Y,,,55,,
M8619,"Other acute osteomyelitis, multiple sites",Y,Y,,,55,,
M8620,"Subacute osteomyelitis, unspecified site",Y,Y,,,55,,
M86211,"Subacute osteomyelitis, right shoulder",Y,Y,,,55,,
M86212,"Subacute osteomyelitis, left shoulder",Y,Y,,,55,,
