model,metal_level,factor_type,factor_key,factor_label,coefficient
child,platinum,diagnosis,HCC082,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-Psychotic Complications",2.335
child,gold,diagnosis,HCC082,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-Psychotic Complications",2.193
child,silver,diagnosis,HCC082,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-Psychotic Complications",2.103
child,bronze,diagnosis,HCC082,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-Psychotic Complications",1.970
child,catastrophic,diagnosis,HCC082,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-Psychotic Complications",1.948
child,platinum,diagnosis,HCC083,Alcohol Use with Psychotic Complications,0.772
child,gold,diagnosis,HCC083,Alcohol Use with Psychotic Complications,0.645
child,silver,diagnosis,HCC083,Alcohol Use with Psychotic Complications,0.540
child,bronze,diagnosis,HCC083,Alcohol Use with Psychotic Complications,0.392
child,catastrophic,diagnosis,HCC083,Alcohol Use with Psychotic Complications,0.368
child,platinum,diagnosis,HCC084,"Alcohol Use Disorder, Moderate/Severe, or Alcohol Use with Specified Non-Psychotic Complications",0.772
child,gold,diagnosis,HCC084,"Alcohol Use Disorder, Moderate/Severe, or Alcohol Use with Specified Non-Psychotic Complications",0.645
child,silver,diagnosis,HCC084,"Alcohol Use Disorder, Moderate/Severe, or Alcohol Use with Specified Non-Psychotic Complications",0.540
child,bronze,diagnosis,HCC084,"Alcohol Use Disorder, Moderate/Severe, or Alcohol Use with Specified Non-Psychotic Complications",0.392
child,catastrophic,diagnosis,HCC084,"Alcohol Use Disorder, Moderate/Severe, or Alcohol Use with Specified Non-Psychotic Complications",0.368
child,platinum,diagnosis,HCC087_1,Schizophrenia,3.539
child,gold,diagnosis,HCC087_1,Schizophrenia,3.296
child,silver,diagnosis,HCC087_1,Schizophrenia,3.176
child,bronze,diagnosis,HCC087_1,Schizophrenia,2.994
child,catastrophic,diagnosis,HCC087_1,Schizophrenia,2.970
child,platinum,diagnosis,HCC087_2,"Delusional and Other Specified Psychotic Disorders, Unspecified Psychosis",3.132
child,gold,diagnosis,HCC087_2,"Delusional and Other Specified Psychotic Disorders, Unspecified Psychosis",2.909
child,silver,diagnosis,HCC087_2,"Delusional and Other Specified Psychotic Disorders, Unspecified Psychosis",2.777
child,bronze,diagnosis,HCC087_2,"Delusional and Other Specified Psychotic Disorders, Unspecified Psychosis",2.582
child,catastrophic,diagnosis,HCC087_2,"Delusional and Other Specified Psychotic Disorders, Unspecified Psychosis",2.552
child,platinum,diagnosis,HCC088,"Major Depressive Disorder, Severe, and bipolar disorders",2.588
child,gold,diagnosis,HCC088,"Major Depressive Disorder, Severe, and bipolar disorders",2.398
child,silver,diagnosis,HCC088,"Major Depressive Disorder, Severe, and bipolar disorders",2.271
child,bronze,diagnosis,HCC088,"Major Depressive Disorder, Severe, and bipolar disorders",2.101
child,catastrophic,diagnosis,HCC088,"Major Depressive Disorder, Severe, and bipolar disorders",2.073
child,platinum,diagnosis,HCC090,Personality Disorders,0.457
child,gold,diagnosis,HCC090,Personality Disorders,0.373
child,silver,diagnosis,HCC090,Personality Disorders,0.272
child,bronze,diagnosis,HCC090,Personality Disorders,0.157
child,catastrophic,diagnosis,HCC090,Personality Disorders,0.132
child,platinum,diagnosis,HCC094,Anorexia/Bulimia Nervosa,2.173
child,gold,diagnosis,HCC094,Anorexia/Bulimia Nervosa,2.038
child,silver,diagnosis,HCC094,Anorexia/Bulimia Nervosa,1.947
child,bronze,diagnosis,HCC094,Anorexia/Bulimia Nervosa,1.820
child,catastrophic,diagnosis,HCC094,Anorexia/Bulimia Nervosa,1.798
child,platinum,diagnosis,HCC096,"Prader-Willi, Patau, Edwards, and Autosomal Deletion Syndromes",12.591
child,gold,diagnosis,HCC096,"Prader-Willi, Patau, Edwards, and Autosomal Deletion Syndromes",12.534
child,silver,diagnosis,HCC096,"Prader-Willi, Patau, Edwards, and Autosomal Deletion Syndromes",12.493
child,bronze,diagnosis,HCC096,"Prader-Willi, Patau, Edwards, and Autosomal Deletion Syndromes",12.442
child,catastrophic,diagnosis,HCC096,"Prader-Willi, Patau, Edwards, and Autosomal Deletion Syndromes",12.430
child,platinum,diagnosis,HCC097,"Down Syndrome, Fragile X, Other Chromosomal Anomalies, and Congenital Malformation Syndromes",0.870
child,gold,diagnosis,HCC097,"Down Syndrome, Fragile X, Other Chromosomal Anomalies, and Congenital Malformation Syndromes",0.763
child,silver,diagnosis,HCC097,"Down Syndrome, Fragile X, Other Chromosomal Anomalies, and Congenital Malformation Syndromes",0.692
child,bronze,diagnosis,HCC097,"Down Syndrome, Fragile X, Other Chromosomal Anomalies, and Congenital Malformation Syndromes",0.590
child,catastrophic,diagnosis,HCC097,"Down Syndrome, Fragile X, Other Chromosomal Anomalies, and Congenital Malformation Syndromes",0.572
child,platinum,diagnosis,HCC102,Autistic Disorder,2.588
child,gold,diagnosis,HCC102,Autistic Disorder,2.398
child,silver,diagnosis,HCC102,Autistic Disorder,2.271
child,bronze,diagnosis,HCC102,Autistic Disorder,2.101
child,catastrophic,diagnosis,HCC102,Autistic Disorder,2.073
child,platinum,diagnosis,HCC103,"Pervasive Developmental Disorders, Except Autistic Disorder",0.484
child,gold,diagnosis,HCC103,"Pervasive Developmental Disorders, Except Autistic Disorder",0.414
child,silver,diagnosis,HCC103,"Pervasive Developmental Disorders, Except Autistic Disorder",0.333
child,bronze,diagnosis,HCC103,"Pervasive Developmental Disorders, Except Autistic Disorder",0.251
child,catastrophic,diagnosis,HCC103,"Pervasive Developmental Disorders, Except Autistic Disorder",0.234
child,platinum,diagnosis,HCC106,Traumatic Complete Lesion Cervical Spinal Cord,10.809
child,gold,diagnosis,HCC106,Traumatic Complete Lesion Cervical Spinal Cord,10.632
child,silver,diagnosis,HCC106,Traumatic Complete Lesion Cervical Spinal Cord,10.574
child,bronze,diagnosis,HCC106,Traumatic Complete Lesion Cervical Spinal Cord,10.475
child,catastrophic,diagnosis,HCC106,Traumatic Complete Lesion Cervical Spinal Cord,10.467
child,platinum,diagnosis,HCC107,Quadriplegia,10.809
child,gold,diagnosis,HCC107,Quadriplegia,10.632
child,silver,diagnosis,HCC107,Quadriplegia,10.574
child,bronze,diagnosis,HCC107,Quadriplegia,10.475
child,catastrophic,diagnosis,HCC107,Quadriplegia,10.467
child,platinum,diagnosis,HCC108,Traumatic Complete Lesion Dorsal Spinal Cord,9.869
child,gold,diagnosis,HCC108,Traumatic Complete Lesion Dorsal Spinal Cord,9.651
child,silver,diagnosis,HCC108,Traumatic Complete Lesion Dorsal Spinal Cord,9.591
child,bronze,diagnosis,HCC108,Traumatic Complete Lesion Dorsal Spinal Cord,9.476
child,catastrophic,diagnosis,HCC108,Traumatic Complete Lesion Dorsal Spinal Cord,9.466
child,platinum,diagnosis,HCC109,Paraplegia,9.869
child,gold,diagnosis,HCC109,Paraplegia,9.651
child,silver,diagnosis,HCC109,Paraplegia,9.591
child,bronze,diagnosis,HCC109,Paraplegia,9.476
child,catastrophic,diagnosis,HCC109,Paraplegia,9.466
child,platinum,diagnosis,HCC110,Spinal Cord Disorders/Injuries,4.587
child,gold,diagnosis,HCC110,Spinal Cord Disorders/Injuries,4.409
child,silver,diagnosis,HCC110,Spinal Cord Disorders/Injuries,4.305
child,bronze,diagnosis,HCC110,Spinal Cord Disorders/Injuries,4.145
child,catastrophic,diagnosis,HCC110,Spinal Cord Disorders/Injuries,4.117
child,platinum,diagnosis,HCC111,Amyotrophic Lateral Sclerosis and Other Anterior Horn Cell Disease,45.490
child,gold,diagnosis,HCC111,Amyotrophic Lateral Sclerosis and Other Anterior Horn Cell Disease,45.226
child,silver,diagnosis,HCC111,Amyotrophic Lateral Sclerosis and Other Anterior Horn Cell Disease,45.175
child,bronze,diagnosis,HCC111,Amyotrophic Lateral Sclerosis and Other Anterior Horn Cell Disease,45.069
child,catastrophic,diagnosis,HCC111,Amyotrophic Lateral Sclerosis and Other Anterior Horn Cell Disease,45.058
child,platinum,diagnosis,HCC112,Quadriplegic Cerebral Palsy,0.832
child,gold,diagnosis,HCC112,Quadriplegic Cerebral Palsy,0.651
child,silver,diagnosis,HCC112,Quadriplegic Cerebral Palsy,0.580
child,bronze,diagnosis,HCC112,Quadriplegic Cerebral Palsy,0.461
child,catastrophic,diagnosis,HCC112,Quadriplegic Cerebral Palsy,0.449
child,platinum,diagnosis,HCC113,"Cerebral Palsy, Except Quadriplegic",0.381
child,gold,diagnosis,HCC113,"Cerebral Palsy, Except Quadriplegic",0.266
child,silver,diagnosis,HCC113,"Cerebral Palsy, Except Quadriplegic",0.205
child,bronze,diagnosis,HCC113,"Cerebral Palsy, Except Quadriplegic",0.124
child,catastrophic,diagnosis,HCC113,"Cerebral Palsy, Except Quadriplegic",0.109
child,platinum,diagnosis,HCC114,Spina Bifida and Other Brain/Spinal/Nervous System Congenital Anomalies,1.523
child,gold,diagnosis,HCC114,Spina Bifida and Other Brain/Spinal/Nervous System Congenital Anomalies,1.414
child,silver,diagnosis,HCC114,Spina Bifida and Other Brain/Spinal/Nervous System Congenital Anomalies,1.350
child,bronze,diagnosis,HCC114,Spina Bifida and Other Brain/Spinal/Nervous System Congenital Anomalies,1.252
child,catastrophic,diagnosis,HCC114,Spina Bifida and Other Brain/Spinal/Nervous System Congenital Anomalies,1.237
child,platinum,diagnosis,HCC115,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy,10.844
child,gold,diagnosis,HCC115,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy,10.707
child,silver,diagnosis,HCC115,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy,10.684
child,bronze,diagnosis,HCC115,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy,10.631
child,catastrophic,diagnosis,HCC115,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy,10.631
child,platinum,diagnosis,HCC117,Muscular Dystrophy,5.690
child,gold,diagnosis,HCC117,Muscular Dystrophy,5.547
child,silver,diagnosis,HCC117,Muscular Dystrophy,5.476
child,bronze,diagnosis,HCC117,Muscular Dystrophy,5.366
child,catastrophic,diagnosis,HCC117,Muscular Dystrophy,5.350
child,platinum,diagnosis,HCC118,Multiple Sclerosis,7.658
child,gold,diagnosis,HCC118,Multiple Sclerosis,7.323
child,silver,diagnosis,HCC118,Multiple Sclerosis,7.253
child,bronze,diagnosis,HCC118,Multiple Sclerosis,7.109
child,catastrophic,diagnosis,HCC118,Multiple Sclerosis,7.104
child,platinum,diagnosis,HCC119,"Parkinson's, Huntington's, and Spinocerebellar Disease, and Other Neurodegenerative Disorders",5.690
child,gold,diagnosis,HCC119,"Parkinson's, Huntington's, and Spinocerebellar Disease, and Other Neurodegenerative Disorders",5.547
child,silver,diagnosis,HCC119,"Parkinson's, Huntington's, and Spinocerebellar Disease, and Other Neurodegenerative Disorders",5.476
child,bronze,diagnosis,HCC119,"Parkinson's, Huntington's, and Spinocerebellar Disease, and Other Neurodegenerative Disorders",5.366
child,catastrophic,diagnosis,HCC119,"Parkinson's, Huntington's, and Spinocerebellar Disease, and Other Neurodegenerative Disorders",5.350
child,platinum,diagnosis,HCC120,Seizure Disorders and Convulsions,1.475
child,gold,diagnosis,HCC120,Seizure Disorders and Convulsions,1.352
child,silver,diagnosis,HCC120,Seizure Disorders and Convulsions,1.242
child,bronze,diagnosis,HCC120,Seizure Disorders and Convulsions,1.102
child,catastrophic,diagnosis,HCC120,Seizure Disorders and Convulsions,1.074
child,platinum,diagnosis,HCC121,Hydrocephalus,12.443
child,gold,diagnosis,HCC121,Hydrocephalus,12.383
child,silver,diagnosis,HCC121,Hydrocephalus,12.338
child,bronze,diagnosis,HCC121,Hydrocephalus,12.292
child,catastrophic,diagnosis,HCC121,Hydrocephalus,12.280
child,platinum,diagnosis,HCC122,"Nontraumatic Coma, Except Diabetic, Hepatic, or Hypoglycemic; Nontraumatic, Brain Compression/Anoxic Damage",11.881
child,gold,diagnosis,HCC122,"Nontraumatic Coma, Except Diabetic, Hepatic, or Hypoglycemic; Nontraumatic, Brain Compression/Anoxic Damage",11.883
child,silver,diagnosis,HCC122,"Nontraumatic Coma, Except Diabetic, Hepatic, or Hypoglycemic; Nontraumatic, Brain Compression/Anoxic Damage",11.874
child,bronze,diagnosis,HCC122,"Nontraumatic Coma, Except Diabetic, Hepatic, or Hypoglycemic; Nontraumatic, Brain Compression/Anoxic Damage",11.873
child,catastrophic,diagnosis,HCC122,"Nontraumatic Coma, Except Diabetic, Hepatic, or Hypoglycemic; Nontraumatic, Brain Compression/Anoxic Damage",11.870
child,platinum,diagnosis,HCC123,Narcolepsy and Cataplexy,4.156
child,gold,diagnosis,HCC123,Narcolepsy and Cataplexy,4.013
child,silver,diagnosis,HCC123,Narcolepsy and Cataplexy,3.917
child,bronze,diagnosis,HCC123,Narcolepsy and Cataplexy,3.781
child,catastrophic,diagnosis,HCC123,Narcolepsy and Cataplexy,3.750
child,platinum,diagnosis,HCC125,Respirator Dependence/Tracheostomy Status,25.819
child,gold,diagnosis,HCC125,Respirator Dependence/Tracheostomy Status,25.590
child,silver,diagnosis,HCC125,Respirator Dependence/Tracheostomy Status,25.528
child,bronze,diagnosis,HCC125,Respirator Dependence/Tracheostomy Status,25.420
child,catastrophic,diagnosis,HCC125,Respirator Dependence/Tracheostomy Status,25.412
child,platinum,diagnosis,HCC126,Respiratory Arrest,15.588
child,gold,diagnosis,HCC126,Respiratory Arrest,15.336
child,silver,diagnosis,HCC126,Respiratory Arrest,15.257
child,bronze,diagnosis,HCC126,Respiratory Arrest,15.114
child,catastrophic,diagnosis,HCC126,Respiratory Arrest,15.103
child,platinum,diagnosis,HCC127,"Cardio-Respiratory Failure and Shock, Including Respiratory Distress Syndromes",15.588
child,gold,diagnosis,HCC127,"Cardio-Respiratory Failure and Shock, Including Respiratory Distress Syndromes",15.336
child,silver,diagnosis,HCC127,"Cardio-Respiratory Failure and Shock, Including Respiratory Distress Syndromes",15.257
child,bronze,diagnosis,HCC127,"Cardio-Respiratory Failure and Shock, Including Respiratory Distress Syndromes",15.114
child,catastrophic,diagnosis,HCC127,"Cardio-Respiratory Failure and Shock, Including Respiratory Distress Syndromes",15.103
child,platinum,diagnosis,HCC128,Heart Assistive Device/Artificial Heart,14.936
child,gold,diagnosis,HCC128,Heart Assistive Device/Artificial Heart,14.859
child,silver,diagnosis,HCC128,Heart Assistive Device/Artificial Heart,14.793
child,bronze,diagnosis,HCC128,Heart Assistive Device/Artificial Heart,14.709
child,catastrophic,diagnosis,HCC128,Heart Assistive Device/Artificial Heart,14.693
child,platinum,diagnosis,HCC129,Heart Transplant Status/Complications,14.936
child,gold,diagnosis,HCC129,Heart Transplant Status/Complications,14.859
child,silver,diagnosis,HCC129,Heart Transplant Status/Complications,14.793
child,bronze,diagnosis,HCC129,Heart Transplant Status/Complications,14.709
child,catastrophic,diagnosis,HCC129,Heart Transplant Status/Complications,14.693
child,platinum,diagnosis,HCC130,Heart Failure,3.788
child,gold,diagnosis,HCC130,Heart Failure,3.689
child,silver,diagnosis,HCC130,Heart Failure,3.638
child,bronze,diagnosis,HCC130,Heart Failure,3.557
child,catastrophic,diagnosis,HCC130,Heart Failure,3.543
child,platinum,diagnosis,HCC131,Acute Myocardial Infarction,1.294
child,gold,diagnosis,HCC131,Acute Myocardial Infarction,1.230
child,silver,diagnosis,HCC131,Acute Myocardial Infarction,1.180
child,bronze,diagnosis,HCC131,Acute Myocardial Infarction,1.104
child,catastrophic,diagnosis,HCC131,Acute Myocardial Infarction,1.092
child,platinum,diagnosis,HCC132,Unstable Angina and Other Acute Ischemic Heart Disease,1.294
child,gold,diagnosis,HCC132,Unstable Angina and Other Acute Ischemic Heart Disease,1.230
child,silver,diagnosis,HCC132,Unstable Angina and Other Acute Ischemic Heart Disease,1.180
child,bronze,diagnosis,HCC132,Unstable Angina and Other Acute Ischemic Heart Disease,1.104
child,catastrophic,diagnosis,HCC132,Unstable Angina and Other Acute Ischemic Heart Disease,1.092
child,platinum,diagnosis,HCC135,"Heart Infection/Inflammation, Except Rheumatic",15.963
child,gold,diagnosis,HCC135,"Heart Infection/Inflammation, Except Rheumatic",15.860
child,silver,diagnosis,HCC135,"Heart Infection/Inflammation, Except Rheumatic",15.788
child,bronze,diagnosis,HCC135,"Heart Infection/Inflammation, Except Rheumatic",15.694
child,catastrophic,diagnosis,HCC135,"Heart Infection/Inflammation, Except Rheumatic",15.675
child,platinum,diagnosis,HCC137,Hypoplastic Left Heart Syndrome and Other Severe Congenital Heart Disorders,3.733
child,gold,diagnosis,HCC137,Hypoplastic Left Heart Syndrome and Other Severe Congenital Heart Disorders,3.595
child,silver,diagnosis,HCC137,Hypoplastic Left Heart Syndrome and Other Severe Congenital Heart Disorders,3.486
child,bronze,diagnosis,HCC137,Hypoplastic Left Heart Syndrome and Other Severe Congenital Heart Disorders,3.351
child,catastrophic,diagnosis,HCC137,Hypoplastic Left Heart Syndrome and Other Severe Congenital Heart Disorders,3.326
child,platinum,diagnosis,HCC138,Major Congenital Heart/Circulatory Disorders,0.957
child,gold,diagnosis,HCC138,Major Congenital Heart/Circulatory Disorders,0.868
child,silver,diagnosis,HCC138,Major Congenital Heart/Circulatory Disorders,0.769
child,bronze,diagnosis,HCC138,Major Congenital Heart/Circulatory Disorders,0.670
child,catastrophic,diagnosis,HCC138,Major Congenital Heart/Circulatory Disorders,0.651
child,platinum,diagnosis,HCC139,"Atrial and Ventricular Septal Defects, Patent Ductus Arteriosus, and Other Congenital Heart/Circulatory Disorders",0.487
child,gold,diagnosis,HCC139,"Atrial and Ventricular Septal Defects, Patent Ductus Arteriosus, and Other Congenital Heart/Circulatory Disorders",0.406
child,silver,diagnosis,HCC139,"Atrial and Ventricular Septal Defects, Patent Ductus Arteriosus, and Other Congenital Heart/Circulatory Disorders",0.328
child,bronze,diagnosis,HCC139,"Atrial and Ventricular Septal Defects, Patent Ductus Arteriosus, and Other Congenital Heart/Circulatory Disorders",0.251
child,catastrophic,diagnosis,HCC139,"Atrial and Ventricular Septal Defects, Patent Ductus Arteriosus, and Other Congenital Heart/Circulatory Disorders",0.238
child,platinum,diagnosis,HCC142,Specified Heart Arrhythmias,3.006
child,gold,diagnosis,HCC142,Specified Heart Arrhythmias,2.865
child,silver,diagnosis,HCC142,Specified Heart Arrhythmias,2.783
child,bronze,diagnosis,HCC142,Specified Heart Arrhythmias,2.670
child,catastrophic,diagnosis,HCC142,Specified Heart Arrhythmias,2.653
child,platinum,diagnosis,HCC145,Intracranial Hemorrhage,12.918
child,gold,diagnosis,HCC145,Intracranial Hemorrhage,12.858
child,silver,diagnosis,HCC145,Intracranial Hemorrhage,12.829
child,bronze,diagnosis,HCC145,Intracranial Hemorrhage,12.790
child,catastrophic,diagnosis,HCC145,Intracranial Hemorrhage,12.784
child,platinum,diagnosis,HCC146,Ischemic or Unspecified Stroke,1.196
child,gold,diagnosis,HCC146,Ischemic or Unspecified Stroke,1.087
child,silver,diagnosis,HCC146,Ischemic or Unspecified Stroke,1.028
child,bronze,diagnosis,HCC146,Ischemic or Unspecified Stroke,0.938
child,catastrophic,diagnosis,HCC146,Ischemic or Unspecified Stroke,0.926
child,platinum,diagnosis,HCC149,Cerebral Aneurysm and Arteriovenous Malformation,0.789
child,gold,diagnosis,HCC149,Cerebral Aneurysm and Arteriovenous Malformation,0.690
child,silver,diagnosis,HCC149,Cerebral Aneurysm and Arteriovenous Malformation,0.638
child,bronze,diagnosis,HCC149,Cerebral Aneurysm and Arteriovenous Malformation,0.554
child,catastrophic,diagnosis,HCC149,Cerebral Aneurysm and Arteriovenous Malformation,0.537
child,platinum,diagnosis,HCC150,Hemiplegia/Hemiparesis,5.114
child,gold,diagnosis,HCC150,Hemiplegia/Hemiparesis,4.996
child,silver,diagnosis,HCC150,Hemiplegia/Hemiparesis,4.936
child,bronze,diagnosis,HCC150,Hemiplegia/Hemiparesis,4.847
child,catastrophic,diagnosis,HCC150,Hemiplegia/Hemiparesis,4.836
child,platinum,diagnosis,HCC151,"Monoplegia, Other Paralytic Syndromes",2.054
child,gold,diagnosis,HCC151,"Monoplegia, Other Paralytic Syndromes",1.941
child,silver,diagnosis,HCC151,"Monoplegia, Other Paralytic Syndromes",1.874
child,bronze,diagnosis,HCC151,"Monoplegia, Other Paralytic Syndromes",1.773
child,catastrophic,diagnosis,HCC151,"Monoplegia, Other Paralytic Syndromes",1.758
child,platinum,diagnosis,HCC153,Atherosclerosis of the Extremities with Ulceration or Gangrene,10.494
child,gold,diagnosis,HCC153,Atherosclerosis of the Extremities with Ulceration or Gangrene,10.279
child,silver,diagnosis,HCC153,Atherosclerosis of the Extremities with Ulceration or Gangrene,10.206
child,bronze,diagnosis,HCC153,Atherosclerosis of the Extremities with Ulceration or Gangrene,10.072
child,catastrophic,diagnosis,HCC153,Atherosclerosis of the Extremities with Ulceration or Gangrene,10.062
child,platinum,diagnosis,HCC154,Vascular Disease with Complications,10.564
child,gold,diagnosis,HCC154,Vascular Disease with Complications,10.421
child,silver,diagnosis,HCC154,Vascular Disease with Complications,10.370
child,bronze,diagnosis,HCC154,Vascular Disease with Complications,10.280
child,catastrophic,diagnosis,HCC154,Vascular Disease with Complications,10.271
child,platinum,diagnosis,HCC156,Pulmonary Embolism and Deep Vein Thrombosis,20.312
child,gold,diagnosis,HCC156,Pulmonary Embolism and Deep Vein Thrombosis,20.192
child,silver,diagnosis,HCC156,Pulmonary Embolism and Deep Vein Thrombosis,20.129
child,bronze,diagnosis,HCC156,Pulmonary Embolism and Deep Vein Thrombosis,20.038
child,catastrophic,diagnosis,HCC156,Pulmonary Embolism and Deep Vein Thrombosis,20.024
child,platinum,diagnosis,HCC158,Lung Transplant Status/Complications,14.936
child,gold,diagnosis,HCC158,Lung Transplant Status/Complications,14.859
child,silver,diagnosis,HCC158,Lung Transplant Status/Complications,14.793
child,bronze,diagnosis,HCC158,Lung Transplant Status/Complications,14.709
child,catastrophic,diagnosis,HCC158,Lung Transplant Status/Complications,14.693
child,platinum,diagnosis,HCC159,Cystic Fibrosis,51.368
child,gold,diagnosis,HCC159,Cystic Fibrosis,50.855
child,silver,diagnosis,HCC159,Cystic Fibrosis,50.808
child,bronze,diagnosis,HCC159,Cystic Fibrosis,50.658
child,catastrophic,diagnosis,HCC159,Cystic Fibrosis,50.665
child,platinum,diagnosis,HCC160,"Chronic Obstructive Pulmonary Disease, Including Bronchiectasis",1.574
child,gold,diagnosis,HCC160,"Chronic Obstructive Pulmonary Disease, Including Bronchiectasis",1.427
child,silver,diagnosis,HCC160,"Chronic Obstructive Pulmonary Disease, Including Bronchiectasis",1.323
child,bronze,diagnosis,HCC160,"Chronic Obstructive Pulmonary Disease, Including Bronchiectasis",1.186
child,catastrophic,diagnosis,HCC160,"Chronic Obstructive Pulmonary Disease, Including Bronchiectasis",1.164
child,platinum,diagnosis,HCC161_1,Severe Asthma,1.300
child,gold,diagnosis,HCC161_1,Severe Asthma,1.150
child,silver,diagnosis,HCC161_1,Severe Asthma,1.025
child,bronze,diagnosis,HCC161_1,Severe Asthma,0.871
child,catastrophic,diagnosis,HCC161_1,Severe Asthma,0.843
child,platinum,diagnosis,HCC161_2,"Asthma, Except Severe",0.315
child,gold,diagnosis,HCC161_2,"Asthma, Except Severe",0.248
child,silver,diagnosis,HCC161_2,"Asthma, Except Severe",0.171
child,bronze,diagnosis,HCC161_2,"Asthma, Except Severe",0.105
child,catastrophic,diagnosis,HCC161_2,"Asthma, Except Severe",0.091
child,platinum,diagnosis,HCC162,Fibrosis of Lung and Other Lung Disorders,1.467
child,gold,diagnosis,HCC162,Fibrosis of Lung and Other Lung Disorders,1.341
child,silver,diagnosis,HCC162,Fibrosis of Lung and Other Lung Disorders,1.229
child,bronze,diagnosis,HCC162,Fibrosis of Lung and Other Lung Disorders,1.097
child,catastrophic,diagnosis,HCC162,Fibrosis of Lung and Other Lung Disorders,1.072
child,platinum,diagnosis,HCC163,Aspiration and Specified Bacterial Pneumonias and Other Severe Lung Infections,11.749
child,gold,diagnosis,HCC163,Aspiration and Specified Bacterial Pneumonias and Other Severe Lung Infections,11.771
child,silver,diagnosis,HCC163,Aspiration and Specified Bacterial Pneumonias and Other Severe Lung Infections,11.801
child,bronze,diagnosis,HCC163,Aspiration and Specified Bacterial Pneumonias and Other Severe Lung Infections,11.852
child,catastrophic,diagnosis,HCC163,Aspiration and Specified Bacterial Pneumonias and Other Severe Lung Infections,11.859
child,platinum,diagnosis,HCC183,Kidney Transplant Status/Complications,12.113
child,gold,diagnosis,HCC183,Kidney Transplant Status/Complications,12.102
child,silver,diagnosis,HCC183,Kidney Transplant Status/Complications,12.086
child,bronze,diagnosis,HCC183,Kidney Transplant Status/Complications,12.073
child,catastrophic,diagnosis,HCC183,Kidney Transplant Status/Complications,12.068
child,platinum,diagnosis,HCC184,End Stage Renal Disease,25.623
child,gold,diagnosis,HCC184,End Stage Renal Disease,25.420
child,silver,diagnosis,HCC184,End Stage Renal Disease,25.403
child,bronze,diagnosis,HCC184,End Stage Renal Disease,25.338
child,catastrophic,diagnosis,HCC184,End Stage Renal Disease,25.332
child,platinum,diagnosis,HCC187,"Chronic Kidney Disease, Stage 5",0.854
child,gold,diagnosis,HCC187,"Chronic Kidney Disease, Stage 5",0.779
child,silver,diagnosis,HCC187,"Chronic Kidney Disease, Stage 5",0.729
child,bronze,diagnosis,HCC187,"Chronic Kidney Disease, Stage 5",0.672
child,catastrophic,diagnosis,HCC187,"Chronic Kidney Disease, Stage 5",0.665
child,platinum,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.854
child,gold,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.779
child,silver,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.729
child,bronze,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.672
child,catastrophic,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.665
child,platinum,diagnosis,HCC203,Ectopic and Molar Pregnancy,0.755
child,gold,diagnosis,HCC203,Ectopic and Molar Pregnancy,0.624
child,silver,diagnosis,HCC203,Ectopic and Molar Pregnancy,0.472
child,bronze,diagnosis,HCC203,Ectopic and Molar Pregnancy,0.330
child,catastrophic,diagnosis,HCC203,Ectopic and Molar Pregnancy,0.308
child,platinum,diagnosis,HCC204,Miscarriage with Complications,0.388
child,gold,diagnosis,HCC204,Miscarriage with Complications,0.293
child,silver,diagnosis,HCC204,Miscarriage with Complications,0.158
child,bronze,diagnosis,HCC204,Miscarriage with Complications,0.035
child,catastrophic,diagnosis,HCC204,Miscarriage with Complications,0.011
child,platinum,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.388
child,gold,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.293
child,silver,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.158
child,bronze,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.035
child,catastrophic,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.011
child,platinum,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,3.064
child,gold,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.798
child,silver,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.554
child,bronze,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.151
child,catastrophic,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.065
child,platinum,diagnosis,HCC208,Pregnancy with Delivery with Complications,3.064
