model,metal_level,factor_type,factor_key,factor_label,coefficient
adult,silver,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.645
adult,bronze,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.607
adult,catastrophic,diagnosis,HCC188,"Chronic Kidney Disease, Severe (Stage 4)",0.597
adult,platinum,diagnosis,HCC203,Ectopic and Molar Pregnancy,1.579
adult,gold,diagnosis,HCC203,Ectopic and Molar Pregnancy,1.424
adult,silver,diagnosis,HCC203,Ectopic and Molar Pregnancy,1.295
adult,bronze,diagnosis,HCC203,Ectopic and Molar Pregnancy,1.098
adult,catastrophic,diagnosis,HCC203,Ectopic and Molar Pregnancy,1.066
adult,platinum,diagnosis,HCC204,Miscarriage with Complications,0.605
adult,gold,diagnosis,HCC204,Miscarriage with Complications,0.530
adult,silver,diagnosis,HCC204,Miscarriage with Complications,0.413
adult,bronze,diagnosis,HCC204,Miscarriage with Complications,0.252
adult,catastrophic,diagnosis,HCC204,Miscarriage with Complications,0.210
adult,platinum,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.605
adult,gold,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.530
adult,silver,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.413
adult,bronze,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.252
adult,catastrophic,diagnosis,HCC205,Miscarriage with No or Minor Complications,0.210
adult,platinum,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,3.612
adult,gold,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,3.338
adult,silver,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,3.147
adult,bronze,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.825
adult,catastrophic,diagnosis,HCC207,Pregnancy with Delivery with Major Complications,2.783
adult,platinum,diagnosis,HCC208,Pregnancy with Delivery with Complications,3.612
adult,gold,diagnosis,HCC208,Pregnancy with Delivery with Complications,3.338
adult,silver,diagnosis,HCC208,Pregnancy with Delivery with Complications,3.147
adult,bronze,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.825
adult,catastrophic,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.783
adult,platinum,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,2.666
adult,gold,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,2.465
adult,silver,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,2.249
adult,bronze,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.883
adult,catastrophic,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.811
adult,platinum,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.696
adult,gold,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.606
adult,silver,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.465
adult,bronze,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.293
adult,catastrophic,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.253
adult,platinum,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.464
adult,gold,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.395
adult,silver,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.270
adult,bronze,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.138
adult,catastrophic,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.108
adult,platinum,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.012
adult,gold,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
adult,silver,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
adult,bronze,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
adult,catastrophic,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
adult,platinum,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",1.441
adult,gold,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",1.348
adult,silver,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",1.314
adult,bronze,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",1.256
adult,catastrophic,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",1.250
adult,platinum,diagnosis,HCC218,Extensive Third-Degree Burns,25.023
adult,gold,diagnosis,HCC218,Extensive Third-Degree Burns,24.827
adult,silver,diagnosis,HCC218,Extensive Third-Degree Burns,24.785
adult,bronze,diagnosis,HCC218,Extensive Third-Degree Burns,24.703
adult,catastrophic,diagnosis,HCC218,Extensive Third-Degree Burns,24.698
adult,platinum,diagnosis,HCC219,Major Skin Burn or Condition,2.496
adult,gold,diagnosis,HCC219,Major Skin Burn or Condition,2.375
adult,silver,diagnosis,HCC219,Major Skin Burn or Condition,2.316
adult,bronze,diagnosis,HCC219,Major Skin Burn or Condition,2.231
adult,catastrophic,diagnosis,HCC219,Major Skin Burn or Condition,2.220
adult,platinum,diagnosis,HCC223,Severe Head Injury,17.515
adult,gold,diagnosis,HCC223,Severe Head Injury,17.368
adult,silver,diagnosis,HCC223,Severe Head Injury,17.304
adult,bronze,diagnosis,HCC223,Severe Head Injury,17.197
adult,catastrophic,diagnosis,HCC223,Severe Head Injury,17.182
adult,platinum,diagnosis,HCC226,Hip and Pelvic Fractures,7.705
adult,gold,diagnosis,HCC226,Hip and Pelvic Fractures,7.460
adult,silver,diagnosis,HCC226,Hip and Pelvic Fractures,7.432
adult,bronze,diagnosis,HCC226,Hip and Pelvic Fractures,7.349
adult,catastrophic,diagnosis,HCC226,Hip and Pelvic Fractures,7.351
adult,platinum,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,4.016
adult,gold,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.857
adult,silver,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.785
adult,bronze,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.663
adult,catastrophic,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.647
adult,platinum,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.458
adult,gold,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.303
adult,silver,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.277
adult,bronze,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.213
adult,catastrophic,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.212
adult,platinum,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",18.845
adult,gold,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",18.875
adult,silver,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",18.852
adult,bronze,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",18.849
adult,catastrophic,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",18.844
adult,platinum,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.487
adult,gold,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.367
adult,silver,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.343
adult,bronze,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.288
adult,catastrophic,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.285
adult,platinum,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",0.864
adult,gold,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",0.768
adult,silver,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",0.732
adult,bronze,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",0.671
adult,catastrophic,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",0.665
adult,platinum,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-5.773
adult,gold,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-5.835
adult,silver,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-5.893
adult,bronze,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-5.974
adult,catastrophic,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-5.987
adult,platinum,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-5.615
adult,gold,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-5.693
adult,silver,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-5.729
adult,bronze,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-5.792
adult,catastrophic,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-5.798
adult,platinum,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-4.802
adult,gold,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-4.862
adult,silver,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-4.817
adult,bronze,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-4.790
adult,catastrophic,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-4.773
adult,platinum,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-4.153
adult,gold,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-4.156
adult,silver,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-4.028
adult,bronze,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-3.888
adult,catastrophic,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-3.846
adult,platinum,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-3.516
adult,gold,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-3.449
adult,silver,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-3.249
adult,bronze,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-3.009
adult,catastrophic,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-2.950
adult,platinum,hcc_counts,"Severe illness, 6 payment HCCs","Severe illness, 6 payment HCCs",-3.156
adult,gold,hcc_counts,"Severe illness, 6 payment HCCs","Severe illness, 6 payment HCCs",-2.994
adult,silver,hcc_counts,"Severe illness, 6 payment HCCs","Severe illness, 6 payment HCCs",-2.730
adult,bronze,hcc_counts,"Severe illness, 6 payment HCCs","Severe illness, 6 payment HCCs",-2.397
adult,catastrophic,hcc_counts,"Severe illness, 6 payment HCCs","Severe illness, 6 payment HCCs",-2.324
adult,platinum,hcc_counts,"Severe illness, 7 payment HCCs","Severe illness, 7 payment HCCs",-2.530
adult,gold,hcc_counts,"Severe illness, 7 payment HCCs","Severe illness, 7 payment HCCs",-2.245
adult,silver,hcc_counts,"Severe illness, 7 payment HCCs","Severe illness, 7 payment HCCs",-1.919
adult,bronze,hcc_counts,"Severe illness, 7 payment HCCs","Severe illness, 7 payment HCCs",-1.500
adult,catastrophic,hcc_counts,"Severe illness, 7 payment HCCs","Severe illness, 7 payment HCCs",-1.416
adult,platinum,hcc_counts,"Severe illness, 8 payment HCCs","Severe illness, 8 payment HCCs",-2.256
adult,gold,hcc_counts,"Severe illness, 8 payment HCCs","Severe illness, 8 payment HCCs",-1.892
adult,silver,hcc_counts,"Severe illness, 8 payment HCCs","Severe illness, 8 payment HCCs",-1.533
adult,bronze,hcc_counts,"Severe illness, 8 payment HCCs","Severe illness, 8 payment HCCs",-1.032
adult,catastrophic,hcc_counts,"Severe illness, 8 payment HCCs","Severe illness, 8 payment HCCs",-0.937
adult,platinum,hcc_counts,"Severe illness, 9 payment HCCs","Severe illness, 9 payment HCCs",-0.340
adult,gold,hcc_counts,"Severe illness, 9 payment HCCs","Severe illness, 9 payment HCCs",0.167
adult,silver,hcc_counts,"Severe illness, 9 payment HCCs","Severe illness, 9 payment HCCs",0.584
adult,bronze,hcc_counts,"Severe illness, 9 payment HCCs","Severe illness, 9 payment HCCs",1.168
adult,catastrophic,hcc_counts,"Severe illness, 9 payment HCCs","Severe illness, 9 payment HCCs",1.272
adult,platinum,hcc_counts,"Severe illness, 10 or more payment HCCs","Severe illness, 10 or more payment HCCs",6.502
adult,gold,hcc_counts,"Severe illness, 10 or more payment HCCs","Severe illness, 10 or more payment HCCs",7.375
adult,silver,hcc_counts,"Severe illness, 10 or more payment HCCs","Severe illness, 10 or more payment HCCs",7.911
adult,bronze,hcc_counts,"Severe illness, 10 or more payment HCCs","Severe illness, 10 or more payment HCCs",8.712
adult,catastrophic,hcc_counts,"Severe illness, 10 or more payment HCCs","Severe illness, 10 or more payment HCCs",8.843
adult,platinum,hcc_counts,"Transplant severe illness, 4 payment HCCs","Transplant severe illness, 4 payment HCCs",3.477
adult,gold,hcc_counts,"Transplant severe illness, 4 payment HCCs","Transplant severe illness, 4 payment HCCs",3.361
adult,silver,hcc_counts,"Transplant severe illness, 4 payment HCCs","Transplant severe illness, 4 payment HCCs",3.294
adult,bronze,hcc_counts,"Transplant severe illness, 4 payment HCCs","Transplant severe illness, 4 payment HCCs",3.166
adult,catastrophic,hcc_counts,"Transplant severe illness, 4 payment HCCs","Transplant severe illness, 4 payment HCCs",3.135
adult,platinum,hcc_counts,"Transplant severe illness, 5 payment HCCs","Transplant severe illness, 5 payment HCCs",6.562
adult,gold,hcc_counts,"Transplant severe illness, 5 payment HCCs","Transplant severe illness, 5 payment HCCs",6.432
adult,silver,hcc_counts,"Transplant severe illness, 5 payment HCCs","Transplant severe illness, 5 payment HCCs",6.377
adult,bronze,hcc_counts,"Transplant severe illness, 5 payment HCCs","Transplant severe illness, 5 payment HCCs",6.257
adult,catastrophic,hcc_counts,"Transplant severe illness, 5 payment HCCs","Transplant severe illness, 5 payment HCCs",6.230
adult,platinum,hcc_counts,"Transplant severe illness, 6 payment HCCs","Transplant severe illness, 6 payment HCCs",10.719
adult,gold,hcc_counts,"Transplant severe illness, 6 payment HCCs","Transplant severe illness, 6 payment HCCs",10.577
adult,silver,hcc_counts,"Transplant severe illness, 6 payment HCCs","Transplant severe illness, 6 payment HCCs",10.528
adult,bronze,hcc_counts,"Transplant severe illness, 6 payment HCCs","Transplant severe illness, 6 payment HCCs",10.406
adult,catastrophic,hcc_counts,"Transplant severe illness, 6 payment HCCs","Transplant severe illness, 6 payment HCCs",10.378
adult,platinum,hcc_counts,"Transplant severe illness, 7 payment HCCs","Transplant severe illness, 7 payment HCCs",14.795
adult,gold,hcc_counts,"Transplant severe illness, 7 payment HCCs","Transplant severe illness, 7 payment HCCs",14.638
adult,silver,hcc_counts,"Transplant severe illness, 7 payment HCCs","Transplant severe illness, 7 payment HCCs",14.587
adult,bronze,hcc_counts,"Transplant severe illness, 7 payment HCCs","Transplant severe illness, 7 payment HCCs",14.470
adult,catastrophic,hcc_counts,"Transplant severe illness, 7 payment HCCs","Transplant severe illness, 7 payment HCCs",14.446
adult,platinum,hcc_counts,"Transplant severe illness, 8 or more payment HCCs","Transplant severe illness, 8 or more payment HCCs",30.299
adult,gold,hcc_counts,"Transplant severe illness, 8 or more payment HCCs","Transplant severe illness, 8 or more payment HCCs",30.239
adult,silver,hcc_counts,"Transplant severe illness, 8 or more payment HCCs","Transplant severe illness, 8 or more payment HCCs",30.216
adult,bronze,hcc_counts,"Transplant severe illness, 8 or more payment HCCs","Transplant severe illness, 8 or more payment HCCs",30.134
adult,catastrophic,hcc_counts,"Transplant severe illness, 8 or more payment HCCs","Transplant severe illness, 8 or more payment HCCs",30.108
adult,platinum,enrollment_duration,"Enrolled for 1 month, at least one payment HCC","Enrolled for 1 month, at least one payment HCC",11.555
adult,gold,enrollment_duration,"Enrolled for 1 month, at least one payment HCC","Enrolled for 1 month, at least one payment HCC",10.113
adult,silver,enrollment_duration,"Enrolled for 1 month, at least one payment HCC","Enrolled for 1 month, at least one payment HCC",9.204
adult,bronze,enrollment_duration,"Enrolled for 1 month, at least one payment HCC","Enrolled for 1 month, at least one payment HCC",8.283
adult,catastrophic,enrollment_duration,"Enrolled for 1 month, at least one payment HCC","Enrolled for 1 month, at least one payment HCC",8.115
adult,platinum,enrollment_duration,"Enrolled for 2 months, at least one payment HCC","Enrolled for 2 months, at least one payment HCC",5.273
adult,gold,enrollment_duration,"Enrolled for 2 months, at least one payment HCC","Enrolled for 2 months, at least one payment HCC",4.546
adult,silver,enrollment_duration,"Enrolled for 2 months, at least one payment HCC","Enrolled for 2 months, at least one payment HCC",4.057
adult,bronze,enrollment_duration,"Enrolled for 2 months, at least one payment HCC","Enrolled for 2 months, at least one payment HCC",3.590
adult,catastrophic,enrollment_duration,"Enrolled for 2 months, at least one payment HCC","Enrolled for 2 months, at least one payment HCC",3.506
adult,platinum,enrollment_duration,"Enrolled for 3 months, at least one payment HCC","Enrolled for 3 months, at least one payment HCC",3.356
adult,gold,enrollment_duration,"Enrolled for 3 months, at least one payment HCC","Enrolled for 3 months, at least one payment HCC",2.884
adult,silver,enrollment_duration,"Enrolled for 3 months, at least one payment HCC","Enrolled for 3 months, at least one payment HCC",2.543
adult,bronze,enrollment_duration,"Enrolled for 3 months, at least one payment HCC","Enrolled for 3 months, at least one payment HCC",2.224
adult,catastrophic,enrollment_duration,"Enrolled for 3 months, at least one payment HCC","Enrolled for 3 months, at least one payment HCC",2.169
adult,platinum,enrollment_duration,"Enrolled for 4 months, at least one payment HCC","Enrolled for 4 months, at least one payment HCC",2.109
adult,gold,enrollment_duration,"Enrolled for 4 months, at least one payment HCC","Enrolled for 4 months, at least one payment HCC",1.785
adult,silver,enrollment_duration,"Enrolled for 4 months, at least one payment HCC","Enrolled for 4 months, at least one payment HCC",1.538
adult,bronze,enrollment_duration,"Enrolled for 4 months, at least one payment HCC","Enrolled for 4 months, at least one payment HCC",1.312
adult,catastrophic,enrollment_duration,"Enrolled for 4 months, at least one payment HCC","Enrolled for 4 months, at least one payment HCC",1.272
adult,platinum,enrollment_duration,"Enrolled for 5 months, at least one payment HCC","Enrolled for 5 months, at least one payment HCC",1.584
adult,gold,enrollment_duration,"Enrolled for 5 months, at least one payment HCC","Enrolled for 5 months, at least one payment HCC",1.343
adult,silver,enrollment_duration,"Enrolled for 5 months, at least one payment HCC","Enrolled for 5 months, at least one payment HCC",1.152
adult,bronze,enrollment_duration,"Enrolled for 5 months, at least one payment HCC","Enrolled for 5 months, at least one payment HCC",0.975
adult,catastrophic,enrollment_duration,"Enrolled for 5 months, at least one payment HCC","Enrolled for 5 months, at least one payment HCC",0.942
adult,platinum,enrollment_duration,"Enrolled for 6 months, at least one payment HCC","Enrolled for 6 months, at least one payment HCC",1.014
adult,gold,enrollment_duration,"Enrolled for 6 months, at least one payment HCC","Enrolled for 6 months, at least one payment HCC",0.837
adult,silver,enrollment_duration,"Enrolled for 6 months, at least one payment HCC","Enrolled for 6 months, at least one payment HCC",0.689
adult,bronze,enrollment_duration,"Enrolled for 6 months, at least one payment HCC","Enrolled for 6 months, at least one payment HCC",0.548
adult,catastrophic,enrollment_duration,"Enrolled for 6 months, at least one payment HCC","Enrolled for 6 months, at least one payment HCC",0.521
adult,platinum,acf,ACF01,HIV Pre-Exposure Prophylaxis (PrEP),3.740
adult,gold,acf,ACF01,HIV Pre-Exposure Prophylaxis (PrEP),3.671
adult,silver,acf,ACF01,HIV Pre-Exposure Prophylaxis (PrEP),3.609
adult,bronze,acf,ACF01,HIV Pre-Exposure Prophylaxis (PrEP),3.511
adult,catastrophic,acf,ACF01,HIV Pre-Exposure Prophylaxis (PrEP),3.490
adult,platinum,rxc,RXC01,Anti-HIV Agents,5.089
adult,gold,rxc,RXC01,Anti-HIV Agents,4.598
adult,silver,rxc,RXC01,Anti-HIV Agents,4.309
adult,bronze,rxc,RXC01,Anti-HIV Agents,3.922
adult,catastrophic,rxc,RXC01,Anti-HIV Agents,3.866
adult,platinum,rxc,RXC02,"Anti-Hepatitis C (HCV) Agents, Direct Acting Agents",8.246
adult,gold,rxc,RXC02,"Anti-Hepatitis C (HCV) Agents, Direct Acting Agents",7.771
adult,silver,rxc,RXC02,"Anti-Hepatitis C (HCV) Agents, Direct Acting Agents",7.736
adult,bronze,rxc,RXC02,"Anti-Hepatitis C (HCV) Agents, Direct Acting Agents",7.618
adult,catastrophic,rxc,RXC02,"Anti-Hepatitis C (HCV) Agents, Direct Acting Agents",7.637
adult,platinum,rxc,RXC03,Antiarrhythmics,0.070
adult,gold,rxc,RXC03,Antiarrhythmics,0.063
adult,silver,rxc,RXC03,Antiarrhythmics,0.056
adult,bronze,rxc,RXC03,Antiarrhythmics,0.046
adult,catastrophic,rxc,RXC03,Antiarrhythmics,0.046
adult,platinum,rxc,RXC04,Phosphate Binders,0.920
adult,gold,rxc,RXC04,Phosphate Binders,1.051
adult,silver,rxc,RXC04,Phosphate Binders,0.885
adult,bronze,rxc,RXC04,Phosphate Binders,1.053
adult,catastrophic,rxc,RXC04,Phosphate Binders,1.217
adult,platinum,rxc,RXC05,Inflammatory Bowel Disease Agents,1.208
adult,gold,rxc,RXC05,Inflammatory Bowel Disease Agents,1.145
adult,silver,rxc,RXC05,Inflammatory Bowel Disease Agents,1.058
adult,bronze,rxc,RXC05,Inflammatory Bowel Disease Agents,0.954
adult,catastrophic,rxc,RXC05,Inflammatory Bowel Disease Agents,0.929
adult,platinum,rxc,RXC06,Insulin,1.346
adult,gold,rxc,RXC06,Insulin,1.183
adult,silver,rxc,RXC06,Insulin,1.022
adult,bronze,rxc,RXC06,Insulin,0.861
adult,catastrophic,rxc,RXC06,Insulin,0.828
adult,platinum,rxc,RXC07,"Anti-Diabetic Agents, Except Insulin and Metformin Only",0.861
adult,gold,rxc,RXC07,"Anti-Diabetic Agents, Except Insulin and Metformin Only",0.760
adult,silver,rxc,RXC07,"Anti-Diabetic Agents, Except Insulin and Metformin Only",0.636
adult,bronze,rxc,RXC07,"Anti-Diabetic Agents, Except Insulin and Metformin Only",0.456
adult,catastrophic,rxc,RXC07,"Anti-Diabetic Agents, Except Insulin and Metformin Only",0.417
adult,platinum,rxc,RXC08,Multiple Sclerosis Agents,14.246
adult,gold,rxc,RXC08,Multiple Sclerosis Agents,13.514
adult,silver,rxc,RXC08,Multiple Sclerosis Agents,13.325
adult,bronze,rxc,RXC08,Multiple Sclerosis Agents,12.956
adult,catastrophic,rxc,RXC08,Multiple Sclerosis Agents,12.906
adult,platinum,rxc,RXC09,Immune Suppressants and Immunomodulators,11.919
adult,gold,rxc,RXC09,Immune Suppressants and Immunomodulators,11.393
adult,silver,rxc,RXC09,Immune Suppressants and Immunomodulators,11.362
adult,bronze,rxc,RXC09,Immune Suppressants and Immunomodulators,11.213
adult,catastrophic,rxc,RXC09,Immune Suppressants and Immunomodulators,11.226
adult,platinum,rxc,RXC10,Cystic Fibrosis Agents,20.797
adult,gold,rxc,RXC10,Cystic Fibrosis Agents,20.325
adult,silver,rxc,RXC10,Cystic Fibrosis Agents,20.299
adult,bronze,rxc,RXC10,Cystic Fibrosis Agents,20.171
adult,catastrophic,rxc,RXC10,Cystic Fibrosis Agents,20.180
adult,platinum,rxc,RXC01xHCC001,Additional effect for enrollees with RXC 01 and HCC 001,2.562
adult,gold,rxc,RXC01xHCC001,Additional effect for enrollees with RXC 01 and HCC 001,2.555
adult,silver,rxc,RXC01xHCC001,Additional effect for enrollees with RXC 01 and HCC 001,2.810
adult,bronze,rxc,RXC01xHCC001,Additional effect for enrollees with RXC 01 and HCC 001,3.049
adult,catastrophic,rxc,RXC01xHCC001,Additional effect for enrollees with RXC 01 and HCC 001,3.115
adult,platinum,rxc,"RXC02xHCC037_1,036,035_2,035_1,034",Additional effect for enrollees with RXC 02 and (HCC 037_1 or 036 or 035_2 or 035_1 or 034),-0.532
adult,gold,rxc,"RXC02xHCC037_1,036,035_2,035_1,034",Additional effect for enrollees with RXC 02 and (HCC 037_1 or 036 or 035_2 or 035_1 or 034),-0.472
adult,silver,rxc,"RXC02xHCC037_1,036,035_2,035_1,034",Additional effect for enrollees with RXC 02 and (HCC 037_1 or 036 or 035_2 or 035_1 or 034),-0.424
adult,bronze,rxc,"RXC02xHCC037_1,036,035_2,035_1,034",Additional effect for enrollees with RXC 02 and (HCC 037_1 or 036 or 035_2 or 035_1 or 034),-0.371
adult,catastrophic,rxc,"RXC02xHCC037_1,036,035_2,035_1,034",Additional effect for enrollees with RXC 02 and (HCC 037_1 or 036 or 035_2 or 035_1 or 034),-0.364
adult,platinum,rxc,RXC03xHCC142,Additional effect for enrollees with RXC 03 and HCC 142,0.000
adult,gold,rxc,RXC03xHCC142,Additional effect for enrollees with RXC 03 and HCC 142,0.000
adult,silver,rxc,RXC03xHCC142,Additional effect for enrollees with RXC 03 and HCC 142,0.000
adult,bronze,rxc,RXC03xHCC142,Additional effect for enrollees with RXC 03 and HCC 142,0.000
adult,catastrophic,rxc,RXC03xHCC142,Additional effect for enrollees with RXC 03 and HCC 142,0.000
adult,platinum,rxc,"RXC04xHCC184,183,187,188",Additional effect for enrollees with RXC 04 and (HCC 184 or 183 or 187 or 188),0.000
adult,gold,rxc,"RXC04xHCC184,183,187,188",Additional effect for enrollees with RXC 04 and (HCC 184 or 183 or 187 or 188),0.000
adult,silver,rxc,"RXC04xHCC184,183,187,188",Additional effect for enrollees with RXC 04 and (HCC 184 or 183 or 187 or 188),0.000
adult,bronze,rxc,"RXC04xHCC184,183,187,188",Additional effect for enrollees with RXC 04 and (HCC 184 or 183 or 187 or 188),0.000
adult,catastrophic,rxc,"RXC04xHCC184,183,187,188",Additional effect for enrollees with RXC 04 and (HCC 184 or 183 or 187 or 188),0.000
adult,platinum,rxc,"RXC05xHCC048,041",Additional effect for enrollees with RXC 05 and (HCC 048 or 041),-0.865
adult,gold,rxc,"RXC05xHCC048,041",Additional effect for enrollees with RXC 05 and (HCC 048 or 041),-0.827
adult,silver,rxc,"RXC05xHCC048,041",Additional effect for enrollees with RXC 05 and (HCC 048 or 041),-0.778
adult,bronze,rxc,"RXC05xHCC048,041",Additional effect for enrollees with RXC 05 and (HCC 048 or 041),-0.704
adult,catastrophic,rxc,"RXC05xHCC048,041",Additional effect for enrollees with RXC 05 and (HCC 048 or 041),-0.687
adult,platinum,rxc,"RXC06xHCC018,019,020,021",Additional effect for enrollees with RXC 06 and (HCC 018 or 019 or 020 or 021),0.397
adult,gold,rxc,"RXC06xHCC018,019,020,021",Additional effect for enrollees with RXC 06 and (HCC 018 or 019 or 020 or 021),0.428
adult,silver,rxc,"RXC06xHCC018,019,020,021",Additional effect for enrollees with RXC 06 and (HCC 018 or 019 or 020 or 021),0.499
adult,bronze,rxc,"RXC06xHCC018,019,020,021",Additional effect for enrollees with RXC 06 and (HCC 018 or 019 or 020 or 021),0.496
adult,catastrophic,rxc,"RXC06xHCC018,019,020,021",Additional effect for enrollees with RXC 06 and (HCC 018 or 019 or 020 or 021),0.502
adult,platinum,rxc,"RXC07xHCC018,019,020,021",Additional effect for enrollees with RXC 07 and (HCC 018 or 019 or 020 or 021),-0.224
adult,gold,rxc,"RXC07xHCC018,019,020,021",Additional effect for enrollees with RXC 07 and (HCC 018 or 019 or 020 or 021),-0.182
adult,silver,rxc,"RXC07xHCC018,019,020,021",Additional effect for enrollees with RXC 07 and (HCC 018 or 019 or 020 or 021),-0.142
