icd10_code,v28_hcc
H353231,HCC300
H353232,HCC300
H353232,HCC300
H353233,HCC300
H353233,HCC300
H353290,HCC300
H353290,HCC300
H353291,HCC300
H353291,HCC300
H353292,HCC300
H353292,HCC300
H353293,HCC300
H353293,HCC300
H36811,HCC108
H36812,HCC108
H36813,HCC108
H36819,HCC108
H36821,HCC108
H36821,HCC298
H36822,HCC108
H36822,HCC298
H36823,HCC108
H36823,HCC298
H36829,HCC108
H36829,HCC298
H4310,HCC298
H4311,HCC298
H4312,HCC298
H4313,HCC298
I0981,HCC226
I110,HCC226
I120,HCC326
I130,HCC226
I1311,HCC326
I132,HCC226
I132,HCC326
I200,HCC229
I2101,HCC228
I2102,HCC228
I2109,HCC228
I2111,HCC228
I2119,HCC228
I2121,HCC228
I2129,HCC228
I213,HCC228
I214,HCC228
I219,HCC228
I21A1,HCC228
I21A9,HCC228
I21B,HCC228
I220,HCC228
I221,HCC228
I222,HCC228
I228,HCC228
I229,HCC228
I230,HCC229
I231,HCC229
I232,HCC229
I233,HCC229
I234,HCC229
I235,HCC229
I236,HCC229
I237,HCC229
I238,HCC229
I240,HCC229
I241,HCC229
I2481,HCC229
I2489,HCC229
I249,HCC229
I25110,HCC229
I25700,HCC229
I25710,HCC229
I25720,HCC229
I25730,HCC229
I25750,HCC229
I25760,HCC229
I25790,HCC229
I2601,HCC267
I2602,HCC267
I2603,HCC267
I2604,HCC267
I2609,HCC267
I2690,HCC267
I2692,HCC267
I2693,HCC267
I2694,HCC267
I2695,HCC267
I2696,HCC267
I2699,HCC267
I270,HCC226
I271,HCC226
I2720,HCC226
I2721,HCC226
I2722,HCC226
I2723,HCC226
I2724,HCC226
I2729,HCC226
I2781,HCC226
I2782,HCC267
I2783,HCC226
I2789,HCC226
I279,HCC226
I280,HCC226
I281,HCC226
I288,HCC226
I289,HCC226
I3131,HCC17
I420,HCC227
I421,HCC227
I422,HCC227
I423,HCC227
I424,HCC227
I425,HCC227
I426,HCC227
I428,HCC227
I429,HCC227
I43,HCC227
I442,HCC238
I462,HCC213
I468,HCC213
I469,HCC213
I470,HCC238
I4720,HCC238
I4721,HCC238
I4729,HCC238
I479,HCC238
I480,HCC238
I4811,HCC238
I4819,HCC238
I4820,HCC238
I4821,HCC238
I483,HCC238
I484,HCC238
I4891,HCC238
I4892,HCC238
I4901,HCC213
I4902,HCC213
I492,HCC238
I495,HCC238
I501,HCC226
I5020,HCC226
I5021,HCC225
I5022,HCC226
I5023,HCC224
I5030,HCC226
I5031,HCC225
I5032,HCC226
I5033,HCC224
I5040,HCC226
I5041,HCC225
I5042,HCC226
I5043,HCC224
I50810,HCC226
I50811,HCC225
I50812,HCC226
I50813,HCC225
I50814,HCC226
I5082,HCC226
I5083,HCC226
I5084,HCC222
I5089,HCC226
I509,HCC226
I511,HCC229
I512,HCC229
I514,HCC227
I515,HCC227
I6000,HCC248
I6001,HCC248
I6002,HCC248
I6010,HCC248
I6011,HCC248
I6012,HCC248
I602,HCC248
I6030,HCC248
I6031,HCC248
I6032,HCC248
I604,HCC248
I6050,HCC248
I6051,HCC248
I6052,HCC248
I606,HCC248
I607,HCC248
I608,HCC248
I609,HCC248
I610,HCC248
I611,HCC248
I612,HCC248
I613,HCC248
I614,HCC248
I615,HCC248
I616,HCC248
I618,HCC248
I619,HCC248
I6200,HCC248
I6201,HCC248
I6202,HCC248
I6203,HCC248
I621,HCC248
I629,HCC248
I6300,HCC249
I63011,HCC249
I63012,HCC249
I63013,HCC249
I63019,HCC249
I6302,HCC249
I63031,HCC249
I63032,HCC249
I63033,HCC249
I63039,HCC249
I6309,HCC249
I6310,HCC249
I63111,HCC249
I63112,HCC249
I63113,HCC249
I63119,HCC249
I6312,HCC249
I63131,HCC249
I63132,HCC249
I63133,HCC249
I63139,HCC249
I6319,HCC249
I6320,HCC249
I63211,HCC249
I63212,HCC249
I63213,HCC249
I63219,HCC249
I6322,HCC249
I63231,HCC249
I63232,HCC249
I63233,HCC249
I63239,HCC249
I6329,HCC249
I6330,HCC249
I63311,HCC249
I63312,HCC249
I63313,HCC249
I63319,HCC249
I63321,HCC249
I63322,HCC249
I63323,HCC249
I63329,HCC249
I63331,HCC249
I63332,HCC249
I63333,HCC249
I63339,HCC249
I63341,HCC249
I63342,HCC249
I63343,HCC249
I63349,HCC249
I6339,HCC249
I6340,HCC249
I63411,HCC249
I63412,HCC249
I63413,HCC249
I63419,HCC249
I63421,HCC249
I63422,HCC249
I63423,HCC249
I63429,HCC249
I63431,HCC249
I63432,HCC249
I63433,HCC249
I63439,HCC249
I63441,HCC249
I63442,HCC249
I63443,HCC249
I63449,HCC249
I6349,HCC249
I6350,HCC249
I63511,HCC249
I63512,HCC249
I63513,HCC249
I63519,HCC249
I63521,HCC249
I63522,HCC249
I63523,HCC249
I63529,HCC249
I63531,HCC249
I63532,HCC249
I63533,HCC249
I63539,HCC249
I63541,HCC249
I63542,HCC249
I63543,HCC249
I63549,HCC249
I6359,HCC249
I636,HCC249
I6381,HCC249
I6389,HCC249
I639,HCC249
I673,HCC127
I69031,HCC254
I69032,HCC254
I69033,HCC254
I69034,HCC254
I69039,HCC254
I69041,HCC254
I69042,HCC254
I69043,HCC254
I69044,HCC254
I69049,HCC254
I69051,HCC253
I69052,HCC253
I69053,HCC253
I69054,HCC253
I69059,HCC253
I69061,HCC254
I69062,HCC254
I69063,HCC254
I69064,HCC254
I69065,HCC254
I69069,HCC254
I69131,HCC254
I69132,HCC254
I69133,HCC254
I69134,HCC254
I69139,HCC254
I69141,HCC254
I69142,HCC254
I69143,HCC254
I69144,HCC254
I69149,HCC254
I69151,HCC253
I69152,HCC253
I69153,HCC253
I69154,HCC253
I69159,HCC253
I69161,HCC254
I69162,HCC254
I69163,HCC254
I69164,HCC254
I69165,HCC254
I69169,HCC254
I69231,HCC254
I69232,HCC254
I69233,HCC254
I69234,HCC254
I69239,HCC254
I69241,HCC254
I69242,HCC254
I69243,HCC254
I69244,HCC254
I69249,HCC254
I69251,HCC253
I69252,HCC253
I69253,HCC253
I69254,HCC253
I69259,HCC253
I69261,HCC254
I69262,HCC254
I69263,HCC254
I69264,HCC254
I69265,HCC254
I69269,HCC254
I69331,HCC254
I69332,HCC254
I69333,HCC254
I69334,HCC254
I69339,HCC254
I69341,HCC254
I69342,HCC254
I69343,HCC254
I69344,HCC254
I69349,HCC254
I69351,HCC253
I69352,HCC253
I69353,HCC253
I69354,HCC253
I69359,HCC253
I69361,HCC254
I69362,HCC254
I69363,HCC254
I69364,HCC254
I69365,HCC254
I69369,HCC254
I69831,HCC254
I69832,HCC254
I69833,HCC254
I69834,HCC254
I69839,HCC254
I69841,HCC254
I69842,HCC254
I69843,HCC254
I69844,HCC254
I69849,HCC254
I69851,HCC253
I69852,HCC253
I69853,HCC253
I69854,HCC253
I69859,HCC253
I69861,HCC254
I69862,HCC254
I69863,HCC254
I69864,HCC254
I69865,HCC254
I69869,HCC254
I69931,HCC254
I69932,HCC254
I69933,HCC254
I69934,HCC254
I69939,HCC254
I69941,HCC254
I69942,HCC254
I69943,HCC254
I69944,HCC254
I69949,HCC254
I69951,HCC253
I69952,HCC253
I69953,HCC253
I69954,HCC253
I69959,HCC253
I69961,HCC254
I69962,HCC254
I69963,HCC254
I69964,HCC254
I69965,HCC254
I69969,HCC254
I70221,HCC264
I70222,HCC264
I70223,HCC264
I70228,HCC264
I70229,HCC264
I70231,HCC263
I70231,HCC383
I70232,HCC263
I70232,HCC383
I70233,HCC263
I70233,HCC383
I70234,HCC263
I70234,HCC383
I70235,HCC263
I70235,HCC383
I70238,HCC263
I70238,HCC383
I70239,HCC263
I70239,HCC383
I70241,HCC263
I70241,HCC383
I70242,HCC263
I70242,HCC383
I70243,HCC263
I70243,HCC383
I70244,HCC263
I70244,HCC383
I70245,HCC263
I70245,HCC383
I70248,HCC263
I70248,HCC383
I70249,HCC263
I70249,HCC383
I7025,HCC263
I7025,HCC383
I70261,HCC263
I70262,HCC263
I70263,HCC263
I70268,HCC263
I70269,HCC263
I70321,HCC264
I70322,HCC264
I70323,HCC264
I70328,HCC264
I70329,HCC264
I70331,HCC263
I70331,HCC383
I70332,HCC263
I70332,HCC383
I70333,HCC263
I70333,HCC383
I70334,HCC263
I70334,HCC383
I70335,HCC263
I70335,HCC383
I70338,HCC263
I70338,HCC383
I70339,HCC263
I70339,HCC383
I70341,HCC263
I70341,HCC383
I70342,HCC263
I70342,HCC383
I70343,HCC263
I70343,HCC383
I70344,HCC263
I70344,HCC383
I70345,HCC263
I70345,HCC383
I70348,HCC263
I70348,HCC383
I70349,HCC263
I70349,HCC383
I7035,HCC263
I7035,HCC383
I70361,HCC263
I70362,HCC263
I70363,HCC263
I70368,HCC263
I70369,HCC263
I70421,HCC264
I70422,HCC264
I70423,HCC264
I70428,HCC264
I70429,HCC264
I70431,HCC263
I70431,HCC383
I70432,HCC263
I70432,HCC383
I70433,HCC263
I70433,HCC383
I70434,HCC263
I70434,HCC383
I70435,HCC263
I70435,HCC383
I70438,HCC263
I70438,HCC383
I70439,HCC263
I70439,HCC383
I70441,HCC263
I70441,HCC383
I70442,HCC263
I70442,HCC383
I70443,HCC263
I70443,HCC383
I70444,HCC263
I70444,HCC383
I70445,HCC263
I70445,HCC383
I70448,HCC263
I70448,HCC383
I70449,HCC263
I70449,HCC383
I7045,HCC263
I7045,HCC383
I70461,HCC263
I70462,HCC263
I70463,HCC263
I70468,HCC263
I70469,HCC263
I70521,HCC264
I70522,HCC264
I70523,HCC264
I70528,HCC264
I70529,HCC264
I70531,HCC263
I70531,HCC383
I70532,HCC263
I70532,HCC383
I70533,HCC263
I70533,HCC383
I70534,HCC263
I70534,HCC383
I70535,HCC263
I70535,HCC383
I70538,HCC263
I70538,HCC383
I70539,HCC263
I70539,HCC383
I70541,HCC263
I70541,HCC383
I70542,HCC263
I70542,HCC383
I70543,HCC263
I70543,HCC383
I70544,HCC263
I70544,HCC383
I70545,HCC263
I70545,HCC383
I70548,HCC263
I70548,HCC383
I70549,HCC263
I70549,HCC383
I7055,HCC263
I7055,HCC383
I70561,HCC263
I70562,HCC263
I70563,HCC263
I70568,HCC263
I70569,HCC263
I70621,HCC264
I70622,HCC264
I70623,HCC264
I70628,HCC264
I70629,HCC264
I70631,HCC263
I70631,HCC383
I70632,HCC263
I70632,HCC383
I70633,HCC263
I70633,HCC383
I70634,HCC263
I70634,HCC383
I70635,HCC263
I70635,HCC383
I70638,HCC263
I70638,HCC383
I70639,HCC263
I70639,HCC383
I70641,HCC263
I70641,HCC383
I70642,HCC263
I70642,HCC383
I70643,HCC263
I70643,HCC383
I70644,HCC263
I70644,HCC383
I70645,HCC263
I70645,HCC383
I70648,HCC263
I70648,HCC383
I70649,HCC263
I70649,HCC383
I7065,HCC263
I7065,HCC383
I70661,HCC263
I70662,HCC263
I70663,HCC263
I70668,HCC263
I70669,HCC263
I70721,HCC264
I70722,HCC264
I70723,HCC264
I70728,HCC264
I70729,HCC264
I70731,HCC263
I70731,HCC383
I70732,HCC263
I70732,HCC383
I70733,HCC263
I70733,HCC383
I70734,HCC263
I70734,HCC383
I70735,HCC263
I70735,HCC383
I70738,HCC263
I70738,HCC383
I70739,HCC263
I70739,HCC383
I70741,HCC263
I70741,HCC383
I70742,HCC263
I70742,HCC383
I70743,HCC263
I70743,HCC383
I70744,HCC263
I70744,HCC383
I70745,HCC263
I70745,HCC383
I70748,HCC263
I70748,HCC383
I70749,HCC263
I70749,HCC383
I7075,HCC263
I7075,HCC383
I70761,HCC263
I70762,HCC263
I70763,HCC263
I70768,HCC263
I70769,HCC263
I7100,HCC264
I71010,HCC264
I71011,HCC264
I71012,HCC264
I71019,HCC264
I7102,HCC264
I7103,HCC264
I7110,HCC264
I7111,HCC264
I7112,HCC264
I7113,HCC264
I7130,HCC264
I7131,HCC264
I7132,HCC264
I7133,HCC264
I7150,HCC264
I7151,HCC264
I7152,HCC264
I718,HCC264
I7301,HCC263
I7401,HCC264
I7409,HCC264
I7410,HCC264
I7411,HCC264
I7419,HCC264
I742,HCC264
I743,HCC264
I744,HCC264
I745,HCC264
I748,HCC264
I749,HCC264
I75011,HCC264
I75012,HCC264
I75013,HCC264
I75019,HCC264
I75021,HCC264
I75022,HCC264
I75023,HCC264
I75029,HCC264
I7581,HCC264
I7589,HCC264
I76,HCC264
I7782,HCC93
I8010,HCC267
I8011,HCC267
I8012,HCC267
I8013,HCC267
I80201,HCC267
I80202,HCC267
I80203,HCC267
I80209,HCC267
I80211,HCC267
I80212,HCC267
I80213,HCC267
I80219,HCC267
I80221,HCC267
I80222,HCC267
I80223,HCC267
I80229,HCC267
I80231,HCC267
I80232,HCC267
I80233,HCC267
I80239,HCC267
I80241,HCC267
I80242,HCC267
I80243,HCC267
I80249,HCC267
I80251,HCC267
I80252,HCC267
I80253,HCC267
I80259,HCC267
I80291,HCC267
I80292,HCC267
I80293,HCC267
I80299,HCC267
I820,HCC267
I82210,HCC267
I82211,HCC267
I82220,HCC267
I82221,HCC267
I82290,HCC267
I82291,HCC267
I823,HCC267
I82401,HCC267
I82402,HCC267
I82403,HCC267
I82409,HCC267
I82411,HCC267
I82412,HCC267
I82413,HCC267
I82419,HCC267
I82421,HCC267
I82422,HCC267
I82423,HCC267
I82429,HCC267
I82431,HCC267
I82432,HCC267
I82433,HCC267
I82439,HCC267
I82441,HCC267
I82442,HCC267
I82443,HCC267
I82449,HCC267
I82451,HCC267
I82452,HCC267
I82453,HCC267
I82459,HCC267
I82461,HCC267
I82462,HCC267
I82463,HCC267
I82469,HCC267
I82491,HCC267
I82492,HCC267
I82493,HCC267
I82499,HCC267
I824Y1,HCC267
I824Y2,HCC267
I824Y3,HCC267
I824Y9,HCC267
I824Z1,HCC267
I824Z2,HCC267
I824Z3,HCC267
I824Z9,HCC267
I82501,HCC267
I82502,HCC267
I82503,HCC267
I82509,HCC267
I82511,HCC267
I82512,HCC267
I82513,HCC267
I82519,HCC267
I82521,HCC267
I82522,HCC267
I82523,HCC267
I82529,HCC267
I82531,HCC267
I82532,HCC267
I82533,HCC267
I82539,HCC267
I82541,HCC267
I82542,HCC267
I82543,HCC267
I82549,HCC267
I82551,HCC267
I82552,HCC267
I82553,HCC267
I82559,HCC267
I82561,HCC267
I82562,HCC267
I82563,HCC267
I82569,HCC267
I82591,HCC267
I82592,HCC267
I82593,HCC267
I82599,HCC267
I825Y1,HCC267
I825Y2,HCC267
I825Y3,HCC267
I825Y9,HCC267
I825Z1,HCC267
I825Z2,HCC267
I825Z3,HCC267
I825Z9,HCC267
I82621,HCC267
I82622,HCC267
I82623,HCC267
I82629,HCC267
I82721,HCC267
I82722,HCC267
I82723,HCC267
I82729,HCC267
I82A11,HCC267
I82A12,HCC267
I82A13,HCC267
I82A19,HCC267
I82A21,HCC267
I82A22,HCC267
I82A23,HCC267
I82A29,HCC267
I82B11,HCC267
I82B12,HCC267
I82B13,HCC267
I82B19,HCC267
I82B21,HCC267
I82B22,HCC267
I82B23,HCC267
I82B29,HCC267
I82C11,HCC267
I82C12,HCC267
I82C13,HCC267
I82C19,HCC267
I82C21,HCC267
I82C22,HCC267
I82C23,HCC267
I82C29,HCC267
I83001,HCC383
I83002,HCC383
I83003,HCC383
I83004,HCC383
I83005,HCC383
I83008,HCC383
I83009,HCC383
I83011,HCC383
I83012,HCC383
I83013,HCC383
I83014,HCC383
I83015,HCC383
I83018,HCC383
I83019,HCC383
I83021,HCC383
I83022,HCC383
I83023,HCC383
I83024,HCC383
I83025,HCC383
I83028,HCC383
I83029,HCC383
I83201,HCC383
I83202,HCC383
I83203,HCC383
I83204,HCC383
I83205,HCC383
I83208,HCC383
I83209,HCC383
I83211,HCC383
I83212,HCC383
I83213,HCC383
I83214,HCC383
I83215,HCC383
I83218,HCC383
I83219,HCC383
I83221,HCC383
I83222,HCC383
I83223,HCC383
I83224,HCC383
I83225,HCC383
I83228,HCC383
I83229,HCC383
I8500,HCC63
I8501,HCC63
I8510,HCC63
I8511,HCC63
I87011,HCC383
I87012,HCC383
I87013,HCC383
I87019,HCC383
I87031,HCC383
I87032,HCC383
I87033,HCC383
I87039,HCC383
I87311,HCC383
I87312,HCC383
I87313,HCC383
I87319,HCC383
I87331,HCC383
I87332,HCC383
I87333,HCC383
I87339,HCC383
I96,HCC263
J150,HCC282
J151,HCC282
J1520,HCC282
J15211,HCC282
J15212,HCC282
J1529,HCC282
J155,HCC282
J1561,HCC282
J1569,HCC282
J158,HCC282
J410,HCC280
J411,HCC280
J418,HCC280
J42,HCC280
J430,HCC280
J431,HCC280
J432,HCC280
J438,HCC280
J439,HCC280
J440,HCC280
J441,HCC280
J4481,HCC280
J4489,HCC280
J449,HCC280
J4550,HCC279
J4551,HCC279
J4552,HCC279
J470,HCC280
J471,HCC280
J479,HCC280
J4A0,HCC276
J4A8,HCC276
J4A9,HCC276
J60,HCC280
J61,HCC280
J620,HCC280
J628,HCC280
J630,HCC280
J631,HCC280
J632,HCC280
J633,HCC280
J634,HCC280
J635,HCC280
J636,HCC280
J64,HCC280
J65,HCC280
J660,HCC280
J661,HCC280
J662,HCC280
J668,HCC280
J670,HCC280
J671,HCC280
J672,HCC280
J673,HCC280
J674,HCC280
J675,HCC280
J676,HCC280
J677,HCC280
J678,HCC280
J679,HCC280
J680,HCC280
J681,HCC280
J682,HCC280
J683,HCC280
J684,HCC280
J688,HCC280
J689,HCC280
J690,HCC282
J691,HCC282
J698,HCC282
J80,HCC213
J810,HCC213
J8281,HCC280
J8401,HCC280
J8402,HCC280
J8403,HCC280
J8409,HCC280
J8410,HCC280
J84111,HCC280
J84112,HCC278
J84113,HCC280
J84114,HCC280
J84115,HCC280
J84116,HCC280
J84117,HCC280
J84170,HCC278
J84178,HCC280
J842,HCC280
J8481,HCC280
J8482,HCC280
J8489,HCC280
J849,HCC280
J850,HCC283
J851,HCC283
J852,HCC283
J853,HCC283
J860,HCC283
J869,HCC283
J910,HCC17
J9500,HCC211
J9501,HCC211
J9502,HCC211
J9503,HCC211
J9504,HCC211
J9509,HCC211
J95850,HCC211
J95851,HCC211
J95859,HCC211
J9600,HCC213
J9601,HCC213
J9602,HCC213
J9610,HCC213
J9611,HCC213
J9612,HCC213
J9620,HCC213
J9621,HCC213
J9622,HCC213
J9690,HCC213
J9691,HCC213
J9692,HCC213
J982,HCC280
J983,HCC280
J99,HCC280
K251,HCC78
K252,HCC78
K255,HCC78
K256,HCC78
K261,HCC78
K262,HCC78
K265,HCC78
K266,HCC78
K271,HCC78
K272,HCC78
K275,HCC78
K276,HCC78
K281,HCC78
K282,HCC78
K285,HCC78
K286,HCC78
K5000,HCC80
K50011,HCC80
K50012,HCC78
K50012,HCC80
K50013,HCC80
K50014,HCC80
K50018,HCC80
K50019,HCC80
K5010,HCC80
K50111,HCC80
K50112,HCC78
K50112,HCC80
K50113,HCC80
K50114,HCC80
K50118,HCC80
K50119,HCC80
K5080,HCC80
K50811,HCC80
K50812,HCC78
K50812,HCC80
K50813,HCC80
K50814,HCC80
K50818,HCC80
K50819,HCC80
K5090,HCC80
K50911,HCC80
K50912,HCC78
K50912,HCC80
K50913,HCC80
K50914,HCC80
K50918,HCC80
K50919,HCC80
K5100,HCC81
K51011,HCC81
K51012,HCC78
K51012,HCC81
K51013,HCC81
K51014,HCC81
K51018,HCC81
K51019,HCC81
K5120,HCC81
K51211,HCC81
K51212,HCC78
K51212,HCC81
K51213,HCC81
K51214,HCC81
K51218,HCC81
K51219,HCC81
K5130,HCC81
K51311,HCC81
K51312,HCC78
K51312,HCC81
K51313,HCC81
K51314,HCC81
K51318,HCC81
K51319,HCC81
K5140,HCC81
K51411,HCC81
K51412,HCC78
K51412,HCC81
K51413,HCC81
K51414,HCC81
K51418,HCC81
K51419,HCC81
K5150,HCC81
K51511,HCC81
K51512,HCC78
K51512,HCC81
K51513,HCC81
K51514,HCC81
K51518,HCC81
K51519,HCC81
K5180,HCC81
K51811,HCC81
K51812,HCC78
K51812,HCC81
K51813,HCC81
K51814,HCC81
K51818,HCC81
K51819,HCC81
K5190,HCC81
K51911,HCC81
K51912,HCC78
K51912,HCC81
K51913,HCC81
K51914,HCC81
K51918,HCC81
K51919,HCC81
K560,HCC78
K561,HCC78
K562,HCC78
K563,HCC78
K5641,HCC78
K5649,HCC78
K5650,HCC78
K5651,HCC78
K5652,HCC78
K56600,HCC78
K56601,HCC78
K56609,HCC78
K56690,HCC78
K56691,HCC78
K56699,HCC78
K567,HCC78
K5931,HCC78
K631,HCC78
K650,HCC78
K651,HCC78
K652,HCC78
K653,HCC78
K654,HCC78
K658,HCC78
K659,HCC78
K67,HCC78
K6812,HCC78
K6819,HCC78
K7010,HCC65
K7011,HCC65
K7030,HCC64
K7031,HCC64
K7040,HCC63
K7041,HCC63
K713,HCC65
K714,HCC65
K7150,HCC65
K7151,HCC65
K717,HCC64
K7210,HCC63
K7211,HCC63
K7290,HCC63
K7291,HCC63
K730,HCC65
K731,HCC65
K732,HCC65
K738,HCC65
K739,HCC65
K743,HCC68
K744,HCC64
K745,HCC68
K7460,HCC64
K7469,HCC64
K754,HCC65
K766,HCC63
K767,HCC63
K7681,HCC63
K7682,HCC63
K8301,HCC68
K8309,HCC68
K831,HCC68
K860,HCC79
K861,HCC79
K91850,HCC463
K91858,HCC463
K9400,HCC463
K9401,HCC463
K9402,HCC463
K9403,HCC463
K9409,HCC463
K9410,HCC463
K9411,HCC463
K9412,HCC463
K9413,HCC463
K9419,HCC463
K9420,HCC463
K9421,HCC463
K9422,HCC463
K9423,HCC463
K9429,HCC463
K9430,HCC463
K9431,HCC463
K9432,HCC463
K9433,HCC463
K9439,HCC463
L100,HCC387
L101,HCC387
L102,HCC387
L103,HCC387
L104,HCC387
L1081,HCC387
L1089,HCC387
L109,HCC387
L120,HCC387
L121,HCC387
L128,HCC387
L129,HCC387
L4050,HCC93
L4051,HCC93
L4052,HCC93
L4053,HCC93
L4054,HCC93
L4059,HCC93
L88,HCC387
L89000,HCC381
L89002,HCC382
L89003,HCC381
L89004,HCC379
L89010,HCC381
L89012,HCC382
L89013,HCC381
L89014,HCC379
L89020,HCC381
L89022,HCC382
L89023,HCC381
L89024,HCC379
L89100,HCC381
L89102,HCC382
L89103,HCC381
L89104,HCC379
L89110,HCC381
L89112,HCC382
L89113,HCC381
L89114,HCC379
L89120,HCC381
L89122,HCC382
L89123,HCC381
L89124,HCC379
L89130,HCC381
L89132,HCC382
L89133,HCC381
L89134,HCC379
L89140,HCC381
L89142,HCC382
L89143,HCC381
L89144,HCC379
L89150,HCC381
L89152,HCC382
L89153,HCC381
L89154,HCC379
L89200,HCC381
L89202,HCC382
L89203,HCC381
L89204,HCC379
L89210,HCC381
L89212,HCC382
L89213,HCC381
L89214,HCC379
L89220,HCC381
L89222,HCC382
L89223,HCC381
L89224,HCC379
L89300,HCC381
L89302,HCC382
L89303,HCC381
L89304,HCC379
L89310,HCC381
L89312,HCC382
L89313,HCC381
L89314,HCC379
L89320,HCC381
L89322,HCC382
L89323,HCC381
L89324,HCC379
L8942,HCC382
L8943,HCC381
L8944,HCC379
L8945,HCC381
L89500,HCC381
L89502,HCC382
L89503,HCC381
L89504,HCC379
L89510,HCC381
L89512,HCC382
L89513,HCC381
L89514,HCC379
L89520,HCC381
L89522,HCC382
L89523,HCC381
L89524,HCC379
L89600,HCC381
L89602,HCC382
L89603,HCC381
L89604,HCC379
L89610,HCC381
L89612,HCC382
L89613,HCC381
L89614,HCC379
L89620,HCC381
L89622,HCC382
L89623,HCC381
L89624,HCC379
L89810,HCC381
L89812,HCC382
L89813,HCC381
L89814,HCC379
L89890,HCC381
L89892,HCC382
L89893,HCC381
L89894,HCC379
L8992,HCC382
L8993,HCC381
L8994,HCC379
L8995,HCC381
L97101,HCC383
L97102,HCC383
L97103,HCC380
L97104,HCC380
L97105,HCC380
L97106,HCC380
L97108,HCC383
L97109,HCC383
L97111,HCC383
L97112,HCC383
L97113,HCC380
L97114,HCC380
L97115,HCC380
L97116,HCC380
L97118,HCC383
L97119,HCC383
L97121,HCC383
L97122,HCC383
L97123,HCC380
L97124,HCC380
L97125,HCC380
L97126,HCC380
L97128,HCC383
L97129,HCC383
L97201,HCC383
L97202,HCC383
L97203,HCC380
L97204,HCC380
L97205,HCC380
L97206,HCC380
L97208,HCC383
L97209,HCC383
L97211,HCC383
L97212,HCC383
L97213,HCC380
L97214,HCC380
L97215,HCC380
L97216,HCC380
L97218,HCC383
L97219,HCC383
L97221,HCC383
L97222,HCC383
L97223,HCC380
L97224,HCC380
L97225,HCC380
L97226,HCC380
L97228,HCC383
L97229,HCC383
L97301,HCC383
L97302,HCC383
L97303,HCC380
L97304,HCC380
L97305,HCC380
L97306,HCC380
L97308,HCC383
L97309,HCC383
L97311,HCC383
L97312,HCC383
L97313,HCC380
L97314,HCC380
L97315,HCC380
L97316,HCC380
L97318,HCC383
L97319,HCC383
L97321,HCC383
L97322,HCC383
L97323,HCC380
L97324,HCC380
L97325,HCC380
L97326,HCC380
L97328,HCC383
L97329,HCC383
L97401,HCC383
L97402,HCC383
L97403,HCC380
L97404,HCC380
L97405,HCC380
L97406,HCC380
L97408,HCC383
L97409,HCC383
L97411,HCC383
L97412,HCC383
L97413,HCC380
L97414,HCC380
L97415,HCC380
L97416,HCC380
L97418,HCC383
L97419,HCC383
L97421,HCC383
L97422,HCC383
L97423,HCC380
L97424,HCC380
L97425,HCC380
L97426,HCC380
L97428,HCC383
L97429,HCC383
L97501,HCC383
L97502,HCC383
L97503,HCC380
L97504,HCC380
L97505,HCC380
L97506,HCC380
L97508,HCC383
L97509,HCC383
L97511,HCC383
L97512,HCC383
L97513,HCC380
L97514,HCC380
L97515,HCC380
L97516,HCC380
L97518,HCC383
L97519,HCC383
L97521,HCC383
L97522,HCC383
L97523,HCC380
L97524,HCC380
L97525,HCC380
L97526,HCC380
L97528,HCC383
L97529,HCC383
L97801,HCC383
L97802,HCC383
L97803,HCC380
L97804,HCC380
L97805,HCC380
L97806,HCC380
L97808,HCC383
L97809,HCC383
L97811,HCC383
L97812,HCC383
L97813,HCC380
L97814,HCC380
L97815,HCC380
L97816,HCC380
L97818,HCC383
L97819,HCC383
L97821,HCC383
L97822,HCC383
L97823,HCC380
L97824,HCC380
L97825,HCC380
L97826,HCC380
L97828,HCC383
L97829,HCC383
L97901,HCC383
L97902,HCC383
L97903,HCC380
L97904,HCC380
L97905,HCC380
L97906,HCC380
L97908,HCC383
L97909,HCC383
L97911,HCC383
L97912,HCC383
L97913,HCC380
L97914,HCC380
L97915,HCC380
L97916,HCC380
L97918,HCC383
L97919,HCC383
L97921,HCC383
L97922,HCC383
L97923,HCC380
L97924,HCC380
L97925,HCC380
L97926,HCC380
L97928,HCC383
L97929,HCC383
L98411,HCC383
L98412,HCC383
L98413,HCC380
L98414,HCC380
L98415,HCC380
L98416,HCC380
L98418,HCC383
L98419,HCC383
L98421,HCC383
L98422,HCC383
L98423,HCC380
L98424,HCC380
L98425,HCC380
L98426,HCC380
L98428,HCC383
L98429,HCC383
L98431,HCC383
L98432,HCC383
L98433,HCC380
L98434,HCC380
L98435,HCC380
L98436,HCC380
L98438,HCC383
L98439,HCC383
L98441,HCC383
L98442,HCC383
L98443,HCC380
L98444,HCC380
L98445,HCC380
L98446,HCC380
L98448,HCC383
L98449,HCC383
L98451,HCC383
L98452,HCC383
L98453,HCC380
L98454,HCC380
L98455,HCC380
L98456,HCC380
L98458,HCC383
L98459,HCC383
L98461,HCC383
L98462,HCC383
L98463,HCC380
L98464,HCC380
L98465,HCC380
L98466,HCC380
L98468,HCC383
L98469,HCC383
L98471,HCC383
L98472,HCC383
L98473,HCC380
L98474,HCC380
L98475,HCC380
L98476,HCC380
L98478,HCC383
L98479,HCC383
L98491,HCC383
